kegg_id	pathway_name	gene_id
05224	Breast cancer	fgf6(2of4)
05224	Breast cancer	fgf6(4of4)
05224	Breast cancer	ncoa3(1of2)
05224	Breast cancer	ncoa3(2of2)
05224	Breast cancer	mapk1
05224	Breast cancer	ccnd1
05224	Breast cancer	raf1
05224	Breast cancer	mtor
05224	Breast cancer	wnt9b
05224	Breast cancer	fgf18(1of2)
05224	Breast cancer	fgf18(2of2)
05224	Breast cancer	e2f2
05224	Breast cancer	hes5(1of5)
05224	Breast cancer	hes5(2of5)
05224	Breast cancer	hes5(3of5)
05224	Breast cancer	hes5(4of5)
05224	Breast cancer	hes5(5of5)
05224	Breast cancer	wnt5b
05224	Breast cancer	notch2(1of3)
05224	Breast cancer	notch2(3of3)
05224	Breast cancer	fgf2
05224	Breast cancer	pik3cb(1of2)
05224	Breast cancer	pik3cb(2of2)
05224	Breast cancer	fgf20(1of2)
05224	Breast cancer	fgf20(2of2)
05224	Breast cancer	jag2(1of2)
05224	Breast cancer	jag2(2of2)
05224	Breast cancer	fgf11(1of2)
05224	Breast cancer	fgf11(2of2)
05224	Breast cancer	fos(1of4)
05224	Breast cancer	fos(2of4)
05224	Breast cancer	fos(3of4)
05224	Breast cancer	fos(4of4)
05224	Breast cancer	hey1(1of2)
05224	Breast cancer	hey1(2of2)
05224	Breast cancer	tcf7l2
05224	Breast cancer	wnt16
05224	Breast cancer	wnt7b(1of2)
05224	Breast cancer	wnt7b(2of2)
05224	Breast cancer	fgf21(1of2)
05224	Breast cancer	fgf21(2of2)
05224	Breast cancer	fzd2(2of2)
05224	Breast cancer	sos2
05224	Breast cancer	esr2(1of2)
05224	Breast cancer	esr2(2of2)
05224	Breast cancer	braf
05224	Breast cancer	dll1(1of5)
05224	Breast cancer	dll1(2of5)
05224	Breast cancer	dll1(3of5)
05224	Breast cancer	dll1(4of5)
05224	Breast cancer	dll1(5of5)
05224	Breast cancer	tcf7(3of4)
05224	Breast cancer	tcf7l1(1of4)
05224	Breast cancer	tcf7l1(2of4)
05224	Breast cancer	tcf7l1(3of4)
05224	Breast cancer	tcf7l1(4of4)
05224	Breast cancer	dll4(1of2)
05224	Breast cancer	dll4(2of2)
05224	Breast cancer	fgf14(1of3)
05224	Breast cancer	fgf14(2of3)
05224	Breast cancer	fgf14(3of3)
05224	Breast cancer	hras(1of2)
05224	Breast cancer	hras(2of2)
05224	Breast cancer	cdkn1a
05224	Breast cancer	wnt9a
05224	Breast cancer	wnt1
05224	Breast cancer	wnt8a(1of2)
05224	Breast cancer	wnt8a(2of2)
05224	Breast cancer	lef1(1of2)
05224	Breast cancer	lef1(2of2)
05224	Breast cancer	wnt3
05224	Breast cancer	ncoa1
05224	Breast cancer	axin2(1of2)
05224	Breast cancer	axin2(2of2)
05224	Breast cancer	dvl1
05224	Breast cancer	wnt2b(1of2)
05224	Breast cancer	wnt2b(2of2)
05224	Breast cancer	egf
05224	Breast cancer	fzd4
05224	Breast cancer	fgf8(1of2)
05224	Breast cancer	fgf8(2of2)
05224	Breast cancer	wnt3a
05224	Breast cancer	fgfr1(1of2)
05224	Breast cancer	fgfr1(2of2)
05224	Breast cancer	fzd5
05224	Breast cancer	cdk4
05224	Breast cancer	fgf12(1of2)
05224	Breast cancer	fgf12(2of2)
05224	Breast cancer	wnt11
05224	Breast cancer	fgf16
05224	Breast cancer	hey2(1of2)
05224	Breast cancer	fgf1(1of2)
05224	Breast cancer	fgf1(2of2)
05224	Breast cancer	hey2(2of2)
05224	Breast cancer	fgf5
05224	Breast cancer	shc2
05224	Breast cancer	map2k1
05224	Breast cancer	myc(1of2)
05224	Breast cancer	myc(2of2)
05224	Breast cancer	brca2
05224	Breast cancer	rps6kb2
05224	Breast cancer	map2k2
05224	Breast cancer	pik3r3(1of2)
05224	Breast cancer	pik3r3(2of2)
05224	Breast cancer	akt2
05224	Breast cancer	gsk3b
05224	Breast cancer	fzd7(1of2)
05224	Breast cancer	fzd7(2of2)
05224	Breast cancer	fzd2(1of2)
05224	Breast cancer	tcf7(1of4)
05224	Breast cancer	tcf7(2of4)
05224	Breast cancer	tcf7(4of4)
05224	Breast cancer	fgf3
05224	Breast cancer	frat2
05224	Breast cancer	fgf7
05224	Breast cancer	fgf23
05224	Breast cancer	pik3ca(1of3)
05224	Breast cancer	pik3ca(2of3)
05224	Breast cancer	pik3ca(3of3)
05224	Breast cancer	apc
05224	Breast cancer	fzd9
05224	Breast cancer	fgf22
05224	Breast cancer	fgf10(1of2)
05224	Breast cancer	fgf10(2of2)
05224	Breast cancer	shc1(1of2)
05224	Breast cancer	brca1
05224	Breast cancer	kras
05224	Breast cancer	cdk6(1of2)
05224	Breast cancer	cdk6(2of2)
05224	Breast cancer	e2f3(1of3)
05224	Breast cancer	e2f3(2of3)
05224	Breast cancer	e2f3(3of3)
05224	Breast cancer	flt4
05224	Breast cancer	wnt7a(1of2)
05224	Breast cancer	wnt7a(2of2)
05224	Breast cancer	dvl3(1of2)
05224	Breast cancer	dvl3(2of2)
05224	Breast cancer	ctnnb1(1of2)
05224	Breast cancer	ctnnb1(2of2)
05224	Breast cancer	csnk1a1
05224	Breast cancer	lrp6
05224	Breast cancer	apc2
05224	Breast cancer	fzd3(1of4)
05224	Breast cancer	fzd3(2of4)
05224	Breast cancer	fzd3(3of4)
05224	Breast cancer	fzd3(4of4)
05224	Breast cancer	jag1(1of2)
05224	Breast cancer	jag1(2of2)
05224	Breast cancer	wnt2
05224	Breast cancer	wnt8b
05224	Breast cancer	pten(1of2)
05224	Breast cancer	pten(2of2)
05224	Breast cancer	erbb2
05224	Breast cancer	araf
05224	Breast cancer	jund(1of2)
05224	Breast cancer	jun(1of2)
05224	Breast cancer	jun(2of2)
05224	Breast cancer	sos1
05224	Breast cancer	igf1(1of2)
05224	Breast cancer	igf1(2of2)
05224	Breast cancer	pik3r2
05224	Breast cancer	fzd10
05224	Breast cancer	esr1
05224	Breast cancer	wnt10a
05224	Breast cancer	akt3(1of2)
05224	Breast cancer	akt3(2of2)
05224	Breast cancer	fzd6
05224	Breast cancer	lrp5
05224	Breast cancer	wnt10b
05224	Breast cancer	kit(1of2)
05224	Breast cancer	kit(2of2)
05224	Breast cancer	pgr
05224	Breast cancer	pik3cd
05224	Breast cancer	igf1r(1of2)
05224	Breast cancer	igf1r(2of2)
05224	Breast cancer	e2f1
05224	Breast cancer	dvl2
05224	Breast cancer	rps6kb1
05224	Breast cancer	hes1(1of3)
05224	Breast cancer	hes1(2of3)
05224	Breast cancer	hes1(3of3)
05224	Breast cancer	shc3
05224	Breast cancer	egfr(1of2)
05224	Breast cancer	egfr(2of2)
05224	Breast cancer	notch1(1of3)
05224	Breast cancer	notch1(2of3)
05224	Breast cancer	notch1(3of3)
05224	Breast cancer	fgf17
05224	Breast cancer	fzd8(1of2)
05224	Breast cancer	fzd8(2of2)
05224	Breast cancer	fgf6(1of4)
05224	Breast cancer	fgf6(3of4)
05224	Breast cancer	fgf4
05224	Breast cancer	tnfsf11
05224	Breast cancer	wnt4(1of2)
05224	Breast cancer	wnt4(2of2)
05224	Breast cancer	rb1
05224	Breast cancer	grb2
05224	Breast cancer	fgf13(1of2)
05224	Breast cancer	fgf13(2of2)
05224	Breast cancer	mapk3
05224	Breast cancer	sp1
05224	Breast cancer	akt1
05224	Breast cancer	shc1(2of2)
05224	Breast cancer	wnt6
05224	Breast cancer	fzd1
05224	Breast cancer	nfkb2
05224	Breast cancer	pik3r1(1of2)
05224	Breast cancer	pik3r1(2of2)
05224	Breast cancer	axin1(1of2)
05224	Breast cancer	axin1(2of2)
05224	Breast cancer	wnt5a
05030	Cocaine addiction	th(1of2)
05030	Cocaine addiction	th(2of2)
05030	Cocaine addiction	pdyn
05030	Cocaine addiction	atf2
05030	Cocaine addiction	ddc
05030	Cocaine addiction	grin3a(1of2)
05030	Cocaine addiction	grin3a(2of2)
05030	Cocaine addiction	slc18a2
05030	Cocaine addiction	cdk5r2
05030	Cocaine addiction	cdk5r1(1of3)
05030	Cocaine addiction	cdk5r1(2of3)
05030	Cocaine addiction	cdk5r1(3of3)
05030	Cocaine addiction	atf4(1of2)
05030	Cocaine addiction	atf4(2of2)
05030	Cocaine addiction	bdnf
05030	Cocaine addiction	creb3l1
05030	Cocaine addiction	cdk5
05030	Cocaine addiction	creb3l3(1of3)
05030	Cocaine addiction	creb3l3(2of3)
05030	Cocaine addiction	creb3l3(3of3)
05030	Cocaine addiction	slc18a1
05030	Cocaine addiction	atf6b
05030	Cocaine addiction	gnai1(1of3)
05030	Cocaine addiction	gnai1(2of3)
05030	Cocaine addiction	gnai1(3of3)
05030	Cocaine addiction	grin2a(1of2)
05030	Cocaine addiction	grin2a(2of2)
05030	Cocaine addiction	rgs9(1of2)
05030	Cocaine addiction	rgs9(2of2)
05030	Cocaine addiction	drd2(1of2)
05030	Cocaine addiction	drd2(2of2)
05030	Cocaine addiction	drd4(2of2)
05030	Cocaine addiction	gnai2(1of2)
05030	Cocaine addiction	gnai2(2of2)
05030	Cocaine addiction	grin2c(1of2)
05030	Cocaine addiction	grin2c(2of2)
05030	Cocaine addiction	grin2b(1of3)
05030	Cocaine addiction	grin2b(2of3)
05030	Cocaine addiction	grin2b(3of3)
05030	Cocaine addiction	grm2(1of2)
05030	Cocaine addiction	grm2(2of2)
05030	Cocaine addiction	grm3
05030	Cocaine addiction	maoa(1of3)
05030	Cocaine addiction	maoa(2of3)
05030	Cocaine addiction	maoa(3of3)
05030	Cocaine addiction	nfkb1
05030	Cocaine addiction	creb3l2
05030	Cocaine addiction	creb1(1of5)
05030	Cocaine addiction	creb1(2of5)
05030	Cocaine addiction	creb1(3of5)
05030	Cocaine addiction	creb1(4of5)
05030	Cocaine addiction	creb1(5of5)
05030	Cocaine addiction	gria2(1of2)
05030	Cocaine addiction	gria2(2of2)
05030	Cocaine addiction	rela
05030	Cocaine addiction	adcy5
05030	Cocaine addiction	drd1(1of2)
05030	Cocaine addiction	drd1(2of2)
05030	Cocaine addiction	drd5(2of4)
05030	Cocaine addiction	jund(1of2)
05030	Cocaine addiction	jun(1of2)
05030	Cocaine addiction	jun(2of2)
05030	Cocaine addiction	ppp1r1b(1of2)
05030	Cocaine addiction	ppp1r1b(2of2)
05030	Cocaine addiction	slc6a3(2of3)
05030	Cocaine addiction	gnas(1of2)
05030	Cocaine addiction	gnas(2of2)
05030	Cocaine addiction	grin2d(1of2)
05030	Cocaine addiction	grin2d(2of2)
05030	Cocaine addiction	creb5
05030	Cocaine addiction	atf7(2of3)
05030	Cocaine addiction	gpsm1(1of3)
05030	Cocaine addiction	gpsm1(2of3)
05030	Cocaine addiction	gpsm1(3of3)
05030	Cocaine addiction	grin1(1of2)
05030	Cocaine addiction	grin1(2of2)
05030	Cocaine addiction	prkaca(1of3)
05030	Cocaine addiction	prkaca(2of3)
05030	Cocaine addiction	prkaca(3of3)
05030	Cocaine addiction	dlg4(1of2)
05030	Cocaine addiction	dlg4(2of2)
05030	Cocaine addiction	creb3l4
05030	Cocaine addiction	prkacb
04614	Renin-angiotensin system	agt
04614	Renin-angiotensin system	thop1(1of3)
04614	Renin-angiotensin system	thop1(2of3)
04614	Renin-angiotensin system	thop1(3of3)
04614	Renin-angiotensin system	lnpep
04614	Renin-angiotensin system	agtr2
04614	Renin-angiotensin system	ace2
04614	Renin-angiotensin system	atp6ap2
04614	Renin-angiotensin system	ace(1of6)
04614	Renin-angiotensin system	ace(2of6)
04614	Renin-angiotensin system	ace(3of6)
04614	Renin-angiotensin system	ace(4of6)
04614	Renin-angiotensin system	ace(5of6)
04614	Renin-angiotensin system	ace(6of6)
04614	Renin-angiotensin system	prcp
04614	Renin-angiotensin system	cma1(1of3)
04614	Renin-angiotensin system	cma1(2of3)
04614	Renin-angiotensin system	cma1(3of3)
04614	Renin-angiotensin system	ctsa(1of3)
04614	Renin-angiotensin system	ctsa(2of3)
04614	Renin-angiotensin system	ctsa(3of3)
04614	Renin-angiotensin system	ctsg
04614	Renin-angiotensin system	ren
04614	Renin-angiotensin system	enpep
04614	Renin-angiotensin system	anpep(1of7)
04614	Renin-angiotensin system	anpep(2of7)
04614	Renin-angiotensin system	anpep(3of7)
04614	Renin-angiotensin system	anpep(4of7)
04614	Renin-angiotensin system	anpep(5of7)
04614	Renin-angiotensin system	anpep(6of7)
04614	Renin-angiotensin system	anpep(7of7)
04614	Renin-angiotensin system	prep
04614	Renin-angiotensin system	agtr1a
04614	Renin-angiotensin system	mme
00480	Glutathione metabolism	rrm1(1of2)
00480	Glutathione metabolism	rrm1(2of2)
00480	Glutathione metabolism	srm
00480	Glutathione metabolism	sms
00480	Glutathione metabolism	gpx7
00480	Glutathione metabolism	ggct(1of3)
00480	Glutathione metabolism	ggct(2of3)
00480	Glutathione metabolism	ggct(3of3)
00480	Glutathione metabolism	gpx6
00480	Glutathione metabolism	rrm2b
00480	Glutathione metabolism	gclm
00480	Glutathione metabolism	ggt5(1of3)
00480	Glutathione metabolism	ggt5(2of3)
00480	Glutathione metabolism	ggt5(3of3)
00480	Glutathione metabolism	odc1
00480	Glutathione metabolism	pgd
00480	Glutathione metabolism	gclc
00480	Glutathione metabolism	gsr
00480	Glutathione metabolism	gpx2
00480	Glutathione metabolism	idh2(1of2)
00480	Glutathione metabolism	idh2(2of2)
00480	Glutathione metabolism	nat8(1of3)
00480	Glutathione metabolism	nat8(2of3)
00480	Glutathione metabolism	nat8(3of3)
00480	Glutathione metabolism	mgst3(1of2)
00480	Glutathione metabolism	mgst3(2of2)
00480	Glutathione metabolism	anpep(1of7)
00480	Glutathione metabolism	anpep(2of7)
00480	Glutathione metabolism	anpep(3of7)
00480	Glutathione metabolism	anpep(4of7)
00480	Glutathione metabolism	anpep(5of7)
00480	Glutathione metabolism	anpep(6of7)
00480	Glutathione metabolism	anpep(7of7)
00480	Glutathione metabolism	gstk1
00480	Glutathione metabolism	ggt1(1of3)
00480	Glutathione metabolism	ggt1(2of3)
00480	Glutathione metabolism	ggt1(3of3)
00480	Glutathione metabolism	gstm3(1of2)
00480	Glutathione metabolism	gstm3(2of2)
00480	Glutathione metabolism	gpx8
00480	Glutathione metabolism	lap3
00480	Glutathione metabolism	oplah
00480	Glutathione metabolism	idh1
00480	Glutathione metabolism	ggt7(1of2)
00480	Glutathione metabolism	ggt7(2of2)
00480	Glutathione metabolism	gss
00480	Glutathione metabolism	g6pd(1of2)
00480	Glutathione metabolism	g6pd(2of2)
00480	Glutathione metabolism	gstt1
00480	Glutathione metabolism	gstt2b(1of2)
00480	Glutathione metabolism	gstt2b(2of2)
00480	Glutathione metabolism	rrm2(1of2)
00480	Glutathione metabolism	rrm2(2of2)
00480	Glutathione metabolism	txndc12
00480	Glutathione metabolism	gpx1(1of2)
00480	Glutathione metabolism	gpx1(2of2)
00480	Glutathione metabolism	gsta4(1of2)
00480	Glutathione metabolism	gsta4(2of2)
00480	Glutathione metabolism	gpx4(1of2)
00480	Glutathione metabolism	gpx4(2of2)
05034	Alcoholism	calml4
05034	Alcoholism	mapk1
05034	Alcoholism	raf1
05034	Alcoholism	crh
05034	Alcoholism	hat1
05034	Alcoholism	creb3l3(1of3)
05034	Alcoholism	creb3l3(2of3)
05034	Alcoholism	creb3l3(3of3)
05034	Alcoholism	drd2(1of2)
05034	Alcoholism	drd2(2of2)
05034	Alcoholism	drd4(2of2)
05034	Alcoholism	grin2b(1of3)
05034	Alcoholism	grin2b(2of3)
05034	Alcoholism	grin2b(3of3)
05034	Alcoholism	hist1h2ah
05034	Alcoholism	gnb2(2of2)
05034	Alcoholism	gng4
05034	Alcoholism	camk4
05034	Alcoholism	gnb5(1of2)
05034	Alcoholism	gnb5(2of2)
05034	Alcoholism	sos2
05034	Alcoholism	braf
05034	Alcoholism	hdac8
05034	Alcoholism	drd1(1of2)
05034	Alcoholism	drd1(2of2)
05034	Alcoholism	drd5(2of4)
05034	Alcoholism	gng10
05034	Alcoholism	hist1h2bk
05034	Alcoholism	ppp1r1b(1of2)
05034	Alcoholism	ppp1r1b(2of2)
05034	Alcoholism	hras(1of2)
05034	Alcoholism	hras(2of2)
05034	Alcoholism	gnao1(1of3)
05034	Alcoholism	gnao1(2of3)
05034	Alcoholism	prkaca(1of3)
05034	Alcoholism	prkaca(2of3)
05034	Alcoholism	prkaca(3of3)
05034	Alcoholism	th(1of2)
05034	Alcoholism	th(2of2)
05034	Alcoholism	ddc
05034	Alcoholism	hist2h2ab(1of10)
05034	Alcoholism	hist2h2ab(2of10)
05034	Alcoholism	hist2h2ab(3of10)
05034	Alcoholism	hist2h2ab(4of10)
05034	Alcoholism	hist2h2ab(5of10)
05034	Alcoholism	hist2h2ab(6of10)
05034	Alcoholism	hist2h2ab(7of10)
05034	Alcoholism	hist2h2ab(8of10)
05034	Alcoholism	hist2h2ab(9of10)
05034	Alcoholism	hist2h2ab(10of10)
05034	Alcoholism	gng13(1of2)
05034	Alcoholism	gng13(2of2)
05034	Alcoholism	gng7(1of2)
05034	Alcoholism	gng7(2of2)
05034	Alcoholism	hdac2(1of2)
05034	Alcoholism	hdac2(2of2)
05034	Alcoholism	npy(1of2)
05034	Alcoholism	npy(2of2)
05034	Alcoholism	pyy(1of2)
05034	Alcoholism	pyy(2of2)
05034	Alcoholism	camkk1(1of2)
05034	Alcoholism	slc29a1(1of2)
05034	Alcoholism	slc29a1(2of2)
05034	Alcoholism	camkk1(2of2)
05034	Alcoholism	camkk2
05034	Alcoholism	hdac10
05034	Alcoholism	grin2c(1of2)
05034	Alcoholism	grin2c(2of2)
05034	Alcoholism	shc2
05034	Alcoholism	hist2h2be(1of12)
05034	Alcoholism	hist2h2be(2of12)
05034	Alcoholism	hist2h2be(3of12)
05034	Alcoholism	hist2h2be(4of12)
05034	Alcoholism	hist2h2be(5of12)
05034	Alcoholism	hist2h2be(6of12)
05034	Alcoholism	hist2h2be(7of12)
05034	Alcoholism	hist2h2be(8of12)
05034	Alcoholism	hist2h2be(9of12)
05034	Alcoholism	hist2h2be(10of12)
05034	Alcoholism	hist2h2be(11of12)
05034	Alcoholism	hist2h2be(12of12)
05034	Alcoholism	map2k1
05034	Alcoholism	hist2h3d(1of8)
05034	Alcoholism	hist2h3d(2of8)
05034	Alcoholism	hist2h3d(3of8)
05034	Alcoholism	hist2h3d(4of8)
05034	Alcoholism	hist2h3d(5of8)
05034	Alcoholism	hist2h3d(6of8)
05034	Alcoholism	hist2h3d(7of8)
05034	Alcoholism	hist2h3d(8of8)
05034	Alcoholism	h2afx
05034	Alcoholism	hdac7(1of2)
05034	Alcoholism	hdac7(2of2)
05034	Alcoholism	gnb2(1of2)
05034	Alcoholism	pkia
05034	Alcoholism	atf2
05034	Alcoholism	ppp1cb(1of2)
05034	Alcoholism	ppp1cb(2of2)
05034	Alcoholism	grin3a(1of2)
05034	Alcoholism	grin3a(2of2)
05034	Alcoholism	h2afz
05034	Alcoholism	ppp1ca
05034	Alcoholism	gng8
05034	Alcoholism	atf4(1of2)
05034	Alcoholism	atf4(2of2)
05034	Alcoholism	shc1(1of2)
05034	Alcoholism	hdac3
05034	Alcoholism	creb3l1
05034	Alcoholism	h3f3a(1of6)
05034	Alcoholism	h3f3a(2of6)
05034	Alcoholism	h3f3a(3of6)
05034	Alcoholism	h3f3a(4of6)
05034	Alcoholism	h3f3a(5of6)
05034	Alcoholism	h3f3a(6of6)
05034	Alcoholism	kras
05034	Alcoholism	slc18a1
05034	Alcoholism	hdac4(1of2)
05034	Alcoholism	hdac4(2of2)
05034	Alcoholism	atf6b
05034	Alcoholism	h2afy
05034	Alcoholism	hdac6(1of2)
05034	Alcoholism	hdac6(2of2)
05034	Alcoholism	gnb1(1of2)
05034	Alcoholism	gnb1(2of2)
05034	Alcoholism	maoa(1of3)
05034	Alcoholism	maoa(2of3)
05034	Alcoholism	maoa(3of3)
05034	Alcoholism	creb3l2
05034	Alcoholism	adora1(4of5)
05034	Alcoholism	adora2a(1of2)
05034	Alcoholism	adora2a(2of2)
05034	Alcoholism	araf
05034	Alcoholism	adcy5
05034	Alcoholism	hist1h2bl(1of3)
05034	Alcoholism	hist1h2bl(2of3)
05034	Alcoholism	hist1h2bl(3of3)
05034	Alcoholism	sos1
05034	Alcoholism	creb5
05034	Alcoholism	atf7(2of3)
05034	Alcoholism	gnb3(1of2)
05034	Alcoholism	gnb3(2of2)
05034	Alcoholism	gng2
05034	Alcoholism	creb3l4
05034	Alcoholism	gng12
05034	Alcoholism	pdyn
05034	Alcoholism	h2afv
05034	Alcoholism	ppp1cc(1of2)
05034	Alcoholism	ppp1cc(2of2)
05034	Alcoholism	slc18a2
05034	Alcoholism	bdnf
05034	Alcoholism	ntrk2(1of2)
05034	Alcoholism	ntrk2(2of2)
05034	Alcoholism	gngt2
05034	Alcoholism	gngt1
05034	Alcoholism	gng3
05034	Alcoholism	calm3(1of4)
05034	Alcoholism	calm3(2of4)
05034	Alcoholism	calm3(3of4)
05034	Alcoholism	calm3(4of4)
05034	Alcoholism	gnai1(1of3)
05034	Alcoholism	gnai1(2of3)
05034	Alcoholism	gnai1(3of3)
05034	Alcoholism	grin2a(1of2)
05034	Alcoholism	grin2a(2of2)
05034	Alcoholism	shc3
05034	Alcoholism	gnai2(1of2)
05034	Alcoholism	gnai2(2of2)
05034	Alcoholism	hdac9
05034	Alcoholism	hist1h4c(1of12)
05034	Alcoholism	hist1h4c(2of12)
05034	Alcoholism	hist1h4c(3of12)
05034	Alcoholism	hist1h4c(4of12)
05034	Alcoholism	hist1h4c(5of12)
05034	Alcoholism	hist1h4c(6of12)
05034	Alcoholism	hist1h4c(7of12)
05034	Alcoholism	hist1h4c(8of12)
05034	Alcoholism	hist1h4c(9of12)
05034	Alcoholism	hist1h4c(10of12)
05034	Alcoholism	hist1h4c(11of12)
05034	Alcoholism	hist1h4c(12of12)
05034	Alcoholism	h2afy2
05034	Alcoholism	creb1(1of5)
05034	Alcoholism	creb1(2of5)
05034	Alcoholism	creb1(3of5)
05034	Alcoholism	creb1(4of5)
05034	Alcoholism	creb1(5of5)
05034	Alcoholism	grb2
05034	Alcoholism	hdac11
05034	Alcoholism	mapk3
05034	Alcoholism	shc1(2of2)
05034	Alcoholism	gng5(1of3)
05034	Alcoholism	gng5(2of3)
05034	Alcoholism	gng5(3of3)
05034	Alcoholism	slc6a3(2of3)
05034	Alcoholism	gnas(1of2)
05034	Alcoholism	gnas(2of2)
05034	Alcoholism	grin2d(1of2)
05034	Alcoholism	grin2d(2of2)
05034	Alcoholism	grin1(1of2)
05034	Alcoholism	grin1(2of2)
05034	Alcoholism	hdac5
05034	Alcoholism	adora2b
04668	TNF signaling pathway	atf2
04668	TNF signaling pathway	mapk1
04668	TNF signaling pathway	mmp9
04668	TNF signaling pathway	ccl25(2of3)
04668	TNF signaling pathway	ccl19
04668	TNF signaling pathway	ccl20(1of4)
04668	TNF signaling pathway	ccl20(2of4)
04668	TNF signaling pathway	ccl20(3of4)
04668	TNF signaling pathway	ccl20(4of4)
04668	TNF signaling pathway	pik3ca(1of3)
04668	TNF signaling pathway	pik3ca(2of3)
04668	TNF signaling pathway	pik3ca(3of3)
04668	TNF signaling pathway	atf4(1of2)
04668	TNF signaling pathway	atf4(2of2)
04668	TNF signaling pathway	cxcl5
04668	TNF signaling pathway	cxcl1(1of2)
04668	TNF signaling pathway	cxcl2
04668	TNF signaling pathway	tnfrsf1b
04668	TNF signaling pathway	tnfrsf1a(2of2)
04668	TNF signaling pathway	map3k5(1of2)
04668	TNF signaling pathway	map3k5(2of2)
04668	TNF signaling pathway	creb3l1
04668	TNF signaling pathway	map2k6(1of2)
04668	TNF signaling pathway	map2k6(2of2)
04668	TNF signaling pathway	dnm1l(1of3)
04668	TNF signaling pathway	dnm1l(2of3)
04668	TNF signaling pathway	dnm1l(3of3)
04668	TNF signaling pathway	dab2ip(1of3)
04668	TNF signaling pathway	dab2ip(2of3)
04668	TNF signaling pathway	dab2ip(3of3)
04668	TNF signaling pathway	creb3l3(1of3)
04668	TNF signaling pathway	creb3l3(2of3)
04668	TNF signaling pathway	creb3l3(3of3)
04668	TNF signaling pathway	tnfaip3
04668	TNF signaling pathway	pik3cb(1of2)
04668	TNF signaling pathway	pik3cb(2of2)
04668	TNF signaling pathway	lta(2of2)
04668	TNF signaling pathway	ripk4(1of2)
04668	TNF signaling pathway	mapk14(1of2)
04668	TNF signaling pathway	mapk14(2of2)
04668	TNF signaling pathway	atf6b
04668	TNF signaling pathway	edn1
04668	TNF signaling pathway	casp8(1of3)
04668	TNF signaling pathway	casp8(2of3)
04668	TNF signaling pathway	casp8(3of3)
04668	TNF signaling pathway	fos(1of4)
04668	TNF signaling pathway	fos(2of4)
04668	TNF signaling pathway	fos(3of4)
04668	TNF signaling pathway	fos(4of4)
04668	TNF signaling pathway	cebpb
04668	TNF signaling pathway	tab2
04668	TNF signaling pathway	nod2(1of2)
04668	TNF signaling pathway	nod2(2of2)
04668	TNF signaling pathway	casp7(2of2)
04668	TNF signaling pathway	casp3(1of2)
04668	TNF signaling pathway	casp3(2of2)
04668	TNF signaling pathway	bag4
04668	TNF signaling pathway	lif
04668	TNF signaling pathway	jag1(1of2)
04668	TNF signaling pathway	jag1(2of2)
04668	TNF signaling pathway	creb3l2
04668	TNF signaling pathway	lta(1of2)
04668	TNF signaling pathway	tnfsf15(1of2)
04668	TNF signaling pathway	mapk13
04668	TNF signaling pathway	fadd(1of2)
04668	TNF signaling pathway	fadd(2of2)
04668	TNF signaling pathway	ptgs2
04668	TNF signaling pathway	jund(1of2)
04668	TNF signaling pathway	jun(1of2)
04668	TNF signaling pathway	jun(2of2)
04668	TNF signaling pathway	mapk10
04668	TNF signaling pathway	pik3r2
04668	TNF signaling pathway	creb5
04668	TNF signaling pathway	atf7(2of3)
04668	TNF signaling pathway	map2k4(1of2)
04668	TNF signaling pathway	map2k4(2of2)
04668	TNF signaling pathway	nfkbia(1of2)
04668	TNF signaling pathway	nfkbia(2of2)
04668	TNF signaling pathway	itch(1of2)
04668	TNF signaling pathway	itch(2of2)
04668	TNF signaling pathway	creb3l4
04668	TNF signaling pathway	pgam5
04668	TNF signaling pathway	akt3(1of2)
04668	TNF signaling pathway	akt3(2of2)
04668	TNF signaling pathway	ikbkg
04668	TNF signaling pathway	icam1
04668	TNF signaling pathway	mapk9
04668	TNF signaling pathway	traf3
04668	TNF signaling pathway	cflar
04668	TNF signaling pathway	fas
04668	TNF signaling pathway	pik3cd
04668	TNF signaling pathway	mapk8(1of2)
04668	TNF signaling pathway	mapk8(2of2)
04668	TNF signaling pathway	mlkl
04668	TNF signaling pathway	rps6ka4
04668	TNF signaling pathway	map3k14(1of2)
04668	TNF signaling pathway	map3k14(2of2)
04668	TNF signaling pathway	ikbkb
04668	TNF signaling pathway	tab1
04668	TNF signaling pathway	vegfc(1of2)
04668	TNF signaling pathway	vegfc(2of2)
04668	TNF signaling pathway	ripk1
04668	TNF signaling pathway	traf2(1of3)
04668	TNF signaling pathway	traf2(2of3)
04668	TNF signaling pathway	traf2(3of3)
04668	TNF signaling pathway	mapk12(1of3)
04668	TNF signaling pathway	mapk12(2of3)
04668	TNF signaling pathway	mapk12(3of3)
04668	TNF signaling pathway	mmp14(1of2)
04668	TNF signaling pathway	mmp14(2of2)
04668	TNF signaling pathway	nfkb1
04668	TNF signaling pathway	vcam1(1of2)
04668	TNF signaling pathway	vcam1(2of2)
04668	TNF signaling pathway	tradd
04668	TNF signaling pathway	map2k1
04668	TNF signaling pathway	bcl3
04668	TNF signaling pathway	rps6ka5
04668	TNF signaling pathway	creb1(1of5)
04668	TNF signaling pathway	creb1(2of5)
04668	TNF signaling pathway	creb1(3of5)
04668	TNF signaling pathway	creb1(4of5)
04668	TNF signaling pathway	creb1(5of5)
04668	TNF signaling pathway	tab3
