id,b_PreD,b_D3d,b_D6d,b_D1m,b_D4m,b_NonD
spint2,0,2.001073747,1.589587269,0.934987787,1.565106453,1.458103128
ndufs6,0,0.214724435,0.93121124,0.56853185,0.429667594,-0.061712414
decr1,0,0.188582009,0.866579288,0.783930673,0.399218207,-0.137738967
kank1(2of3),0,0.990850698,1.050651138,1.062464018,-0.008134005,-0.342452619
dbi,0,-1.315567418,-0.920562727,-0.790744746,0.767004663,0.674491991
zfp2(9of11),0,0.720199938,0.940727335,1.316400434,0.666329216,-0.060429805
taf11,0,-0.689372182,-0.481601085,-0.503886637,0.460706687,0.292129372
top3a,0,-1.324162343,-1.36585051,-0.632530731,-0.320490766,-0.06803345
rab3gap1(1of2),0,0.306014155,0.230527496,-0.013758136,0.025036557,-0.038613052
gpr161(1of2),0,0.02964781,0.094306826,-0.3587016,-0.061462987,-0.468427525
yes1(2of2),0,0.060626685,-0.040686704,-0.401396501,0.289340781,0.214064141
arap1(2of2),0,-0.082934731,-0.38955329,-0.627072023,-0.526084871,-0.321299146
mrps27,0,-0.170837337,-0.226535056,0.116357464,0.411775829,0.161325314
zscan2(3of3),0,0.377117683,0.537368944,0.67177132,-0.040894969,-0.432969318
acbd6,0,0.119267046,-0.122862483,0.091550826,0.59755751,0.143922805
nfe2l3,0,-2.843734891,-2.107411677,-2.12813941,-0.309817634,0.220810633
stap1,0,-0.161275446,-0.126514637,0.04650313,-1.017924883,-0.291649017
adamts20,0,-0.322733386,-0.679331532,-0.570091268,-1.139828791,-0.279897831
cmss1,0,-0.294736692,-0.058423305,-0.083827495,0.70909216,0.264352529
sike1,0,0.311421104,0.396100061,0.508630248,0.316186799,-0.138893783
man1a1,0,0.202647252,0.407304323,-0.521044498,0.064388402,0.226117141
prkci,0,-0.538671805,-0.471945754,-0.036683761,0.330587628,0.276001455
copz1,0,-0.494677176,-0.052375788,0.06541694,0.827149469,0.582892192
mcts1,0,-0.999718869,-0.916503137,-1.491648009,0.226651211,0.530346398
sox5,0,-0.163399737,-0.785370694,-0.956058598,-0.564059557,0.149830001
arfgap3,0,1.751156277,1.805663305,1.957373612,0.863052216,0.216955349
fam83h(1of2),0,0.170988346,0.006297642,0.216268957,-0.094754164,0.425105774
ern1(2of2),0,0.340584837,0.422443603,0.164407169,-0.382205866,-0.52893804
mcl1(2of2),0,2.178501658,2.495317925,1.565246507,1.247312251,-0.062399516
zc3h7b(2of2),0,-1.221652317,-1.410163794,-0.586873412,-0.674216396,-0.281957768
tbxas1(3of3),0,0.977245071,1.430640129,1.571600257,0.055465677,-0.637384883
pprc1(2of2),0,-0.040665994,-0.078239714,-0.931285812,-0.213732906,-0.308571096
irx5,0,-0.223174398,-0.635836167,-0.764938169,-0.364380852,-0.119646281
LOC107380526,0,-0.567784128,-0.690695125,-0.253445921,-1.034313128,-0.285705862
mettl3,0,-1.933000399,-1.340256,-0.240184454,-0.011038376,0.123060186
xylt2,0,-0.142661023,-0.117651627,-0.100136048,-0.475755735,-0.45196638
abhd2(2of2),0,0.655115983,0.798142205,0.836876385,0.392868891,-0.367967278
asmtl,0,-0.259003331,0.085095915,0.408755921,-0.250826021,-0.231299271
tnnc1(1of2),0,0.819323896,0.634451204,0.348258389,-0.214829057,-0.394816271
adnp(2of2),0,-0.385475383,-0.593753347,-0.430357611,-0.314435508,-0.031155573
fam83g(1of2),0,-0.216043186,-0.313125054,0.102728289,-0.296295597,-0.18302719
git2(1of2),0,0.324162615,0.195968777,0.564643619,-0.29982326,-0.090509337
ndufb5,0,0.440832531,0.548674669,0.853880194,0.463457206,0.110234425
rbm22,0,-0.431879738,-0.404605888,-0.096706442,-0.149386014,0.06481442
tob1(1of2),0,2.247385191,2.45528641,1.617857265,0.887186539,-0.229208159
LOC107381606,0,-0.16443385,0.074807638,0.317501179,-0.196845936,-0.105221123
tspan31,0,-1.11744757,-0.742085829,-0.275255048,-0.135007823,-0.421136814
rasal2(2of2),0,-0.549292487,-0.594495428,-0.436453985,0.025325097,0.105639579
bmpr2(1of2),0,0.240800148,0.077165825,0.135781312,-0.295093364,-0.266618091
LOC107386223,0,0.388039786,0.509705674,0.347455102,0.089994614,-0.024133809
mrpl48,0,-0.158473363,0.336291862,0.70387284,0.609967785,0.168308763
pik3c3,0,-0.905906145,-0.992586347,-0.479386057,-0.265840922,-0.024493916
nedd9(1of2),0,-0.194381017,-0.352342901,-0.632060357,-0.716742776,-0.34854933
ube2d4(2of2),0,-0.443885364,-0.188649113,0.47860872,0.22596066,0.211840671
mthfd2,0,-5.349294002,-4.886664883,-4.022910455,0.022684754,0.572491417
rhot2,0,-1.007736774,-0.866593429,-0.297331608,-0.018511256,-0.073287248
bud13,0,-0.05295816,-0.040489094,0.274613193,0.404901084,0.263634606
fbxl5,0,1.070198063,1.284582062,1.628505632,0.475548817,-0.403350529
pgrmc2,0,-1.101397727,-0.990402513,-1.039063696,0.104088199,0.090053571
esco2,0,-2.852059375,-2.814209664,-1.990908922,-0.199273067,0.088556802
aurka,0,-3.460432772,-3.602980762,-3.366405403,0.023177431,0.338522037
pms2,0,-2.420123828,-2.046332003,-1.116440291,-0.501201316,-0.099315817
tram1(2of2),0,-0.264959929,-0.009925704,-0.28272107,-0.104979223,0.321277469
haus3,0,-2.166236655,-2.045563063,-1.550022147,-0.405642905,0.003885639
dstyk,0,0.529998529,0.614614116,0.387873329,0.287671679,-0.143330818
mtrf1,0,0.393565527,0.712010594,0.33700846,0.156591944,-0.196029934
c16orf62,0,0.106356816,0.154862795,0.194020397,-0.266489278,-0.290957894
igsf3(1of2),0,-0.021106433,-0.434865981,-0.854474858,-0.511077219,-0.255468264
phkb,0,0.275402969,0.418089823,0.327821117,0.016888056,0.000492018
ncoa2(1of2),0,0.425274142,0.259453049,0.296895547,-0.309391074,0.025438447
slc20a2,0,1.090350922,1.373216943,1.124626159,0.374233295,-0.099081605
dnmt3a(1of2),0,0.100863792,-0.178661208,-0.456596625,0.932665803,1.140191614
lrp12,0,-0.4468392,0.047006863,0.516662413,-0.118071288,-0.217054155
zfp106(2of2),0,-1.036045099,-0.830458307,-0.728691947,-0.355805425,0.075587349
fbxw5,0,0.457950988,0.170981904,-0.070575856,-0.295765524,-0.384112195
nrbp1(2of2),0,0.28712922,0.641673587,0.994340437,0.326612053,-0.139198261
srprb,0,-0.800970161,-0.935159595,-1.072390433,-0.241811516,-0.121981764
sec24d,0,-2.101913177,-3.20073693,-2.356989342,-0.34009988,0.358307289
rab14(1of2),0,-0.945180494,-0.887792438,-0.479382261,0.032123893,0.203946804
glt8d1,0,-1.344167776,-1.605033607,-0.902483356,-0.570164134,-0.481293267
akr1b10(2of4),0,0.971161059,1.588330838,1.298650869,0.517613168,-0.142004146
fgfr1op2,0,0.760316934,0.631167607,0.500702339,0.649776833,0.09233906
dr1,0,-0.315911307,-0.36033101,-0.328159231,0.106739087,0.100914657
ccdc137,0,1.244227253,1.900979722,2.262449558,1.397546284,-0.018301473
pde3a(2of2),0,0.272438672,0.410444263,0.306478351,-0.488640804,-0.716851404
wdr35,0,-1.372052727,-1.469822844,-1.23544257,-0.742275338,-0.08218056
chek2,0,-2.491048323,-1.864040355,-1.930787193,-0.377300503,-0.144859869
ptgfrn,0,-0.459759804,-0.56325051,-0.928910105,-0.127833425,0.079675166
coa3,0,-0.212067459,0.676101418,0.505025209,0.605863003,0.164198927
smurf1,0,0.094024872,0.168129508,0.417165269,-0.028731912,-0.197549375
zfp37(3of3),0,0.115034471,0.232186273,0.657036952,0.153210262,0.102900753
ar(2of2),0,-0.016117166,-0.077049285,0.185828328,-0.605090053,-0.072268388
fam133b,0,-1.478764406,-1.415119575,-1.013224987,-0.066432625,0.240055675
mier3,0,0.026465224,0.269487766,0.016380656,0.312068331,0.009512631
mta2,0,-0.564840207,-0.638806367,-0.258360668,-0.157645289,0.370471454
hars,0,-1.331851886,-1.18303873,-0.821189502,0.433003983,0.472025204
nr2f6(1of2),0,0.440705422,0.639285652,0.782844497,0.079535668,-0.036872456
LOC107387968,0,-4.062350617,-3.543300447,-3.398759095,-0.702827534,0.02693516
tbc1d5,0,1.404754978,1.454527094,1.87444761,0.428243278,-0.506114781
ube2g1(1of2),0,-0.571356263,-0.731452213,-0.44639402,-0.349519958,-0.026215001
morf4l1(2of2),0,-1.879593569,-1.652887428,-1.203945304,0.028991306,0.09309094
rgs3(1of2),0,0.324909731,0.239904958,0.064900035,-0.244928948,-0.505667327
ephx2,0,1.631978248,2.310957154,0.826417137,0.590078306,-0.276128296
mrpl30,0,1.171309078,1.371646607,1.485525033,0.639965056,0.002452802
nes,0,2.15723392,1.752990178,1.333742737,2.847523683,2.334447752
fxyd6(1of2),0,2.184733703,2.414309245,2.620788642,1.71912232,-0.329426683
mast2(3of3),0,-0.322039545,-0.205436825,0.162105953,-0.518777825,-0.122294524
spats2,0,0.139902703,0.167617294,0.53521269,0.060805393,0.039688916
actr10,0,0.080567785,0.416356752,0.74115727,0.280221201,0.05574503
irx1(1of4),0,-0.479971429,-0.95817519,-1.613631474,-0.983287336,-0.248169336
senp1(3of3),0,-1.367859635,-1.507911819,-0.930960417,-0.290563089,-0.248058158
uqcrb,0,-1.09037822,-0.964397499,-0.705156127,0.908675691,0.599070131
csk(2of2),0,0.756874412,0.770093688,1.191099622,0.537357096,-0.203677805
pphln1(3of3),0,-0.939517402,-1.038521627,-0.966547612,-0.161228294,0.18570803
mau2,0,0.151464192,-0.005048552,0.301893353,0.041165743,-0.152705444
l3mbtl3,0,0.112244831,-0.118258295,0.106908183,-0.180788898,-0.269844627
emc3(1of2),0,-0.455687132,-0.340465287,0.040794092,0.451478449,0.18736552
znf180(1of2),0,0.002587918,-0.014401925,0.375660423,-0.336780327,-0.168042983
ppp4r1,0,-0.828069344,-1.147738977,-0.714290505,-0.883288516,-0.012901631
rab1a(3of3),0,-1.1670448,-0.903526418,-0.480331673,0.353846905,0.70148638
gpx8,0,1.693402743,1.815775787,2.349211743,1.255545441,-0.432461794
grk6(3of3),0,0.149502953,-0.088390581,-0.153541862,-0.24071436,-0.357768302
rras,0,-1.794696846,-1.548253402,-0.793009049,0.006300834,-0.021488477
cfdp1,0,0.207228727,0.301091641,0.571593195,0.386961764,0.01053302
plekhg3(2of2),0,-0.879047851,-0.650873914,-0.659590572,-0.838423082,-0.624764917
kif18a,0,-4.076427437,-4.679230379,-3.218848881,-0.355340897,0.316788942
etfdh,0,0.370251519,0.617662489,0.608005038,0.438560704,0.064800054
arglu1,0,-0.994990903,-0.971427119,-0.937422157,-0.570958459,-0.099596336
lamc3,0,0.413533561,0.237424767,-0.531794985,0.183936608,-0.202355729
c9orf114,0,-0.310996176,-0.070424969,0.140837885,0.077107627,-0.205937173
bcar1,0,0.122369483,0.099242573,0.259924609,-0.358294541,-0.283901549
exoc3(1of2),0,-0.471683754,-0.259747754,-0.116510307,0.06158072,0.062710881
ppm1b(4of4),0,-0.027552086,0.038802017,0.158800397,0.054361614,0.055198936
patz1,0,1.023997122,1.27256662,1.292631209,0.36748231,-0.152757991
pkp3(2of2),0,1.016839628,0.881480253,0.375216494,0.212863592,0.221425959
ice1,0,0.239497617,0.325676501,0.372408148,-0.027962806,-0.305382638
nup88,0,-1.598213004,-1.483359535,-0.823859677,-0.096820081,0.138811983
gnaq(1of4),0,0.384165517,0.357389823,0.944758326,0.30114122,0.090510448
tsc22d1(1of2),0,0.358984599,0.472213084,0.647824244,-0.104633712,-0.236677694
golga7,0,0.909754523,1.178391015,1.184263193,0.510003525,-0.435864565
mtfr1l,0,-2.707351798,-2.435355421,-1.831499997,-0.441863467,0.203755854
rnf38(1of3),0,0.457644102,0.556040328,0.531330141,0.209627822,-0.659314489
ajuba,0,0.227166603,0.070970871,-0.237731276,-0.305531438,-0.340285118
nol8,0,0.001836706,0.236264599,0.390621783,0.127252135,-0.090508196
mfsd1(1of2),0,0.001701698,-0.247914226,-0.217946883,-0.365228193,-0.401727892
gtf2b,0,-1.255802183,-1.213383766,-1.11098587,-0.206415604,-0.13021551
polr3e,0,-0.525449386,-0.125574748,-0.200009868,-0.100906701,-0.139267245
clcn5,0,0.424708385,0.298558554,0.47977692,-0.313864011,-0.463784862
wdr81,0,-0.261189393,-0.268885637,-0.232717728,-0.209680526,-0.10353253
bahd1(1of2),0,0.861671901,0.906044099,1.109222032,-0.08694587,0.028810804
sall1(2of3),0,-1.390846682,-2.119839578,-2.359351154,-1.211016673,-0.184036015
atpaf1,0,-0.811827983,-0.305387968,0.643287387,0.612464414,0.135831391
pitrm1,0,-0.194575047,0.358566987,0.629388164,0.247610532,0.177843894
rprd1a,0,-0.193021037,-0.302514845,-0.241757837,0.068152931,-0.06188457
tbcel(1of2),0,1.850697184,1.541880427,1.365989482,0.264802202,-0.468704216
znf225,0,0.488352473,0.732323079,0.779626922,0.004422765,-0.121231714
ift122,0,-1.144016811,-1.375855806,-1.432888129,-0.412814049,-0.200769699
supv3l1,0,-1.059226069,-0.605712057,-0.486436632,0.001722106,-0.022224094
rab7a(3of3),0,-0.080476126,-0.025728983,0.0672667,0.379900337,0.243732991
cab39l,0,-0.31275142,-0.378374518,-0.44186135,0.124648218,0.242778584
stk11,0,-0.465632995,-0.602012721,-0.395198078,-0.230149487,-0.067480547
lsr,0,0.538091361,0.394067518,0.040689233,-0.325811688,-0.458438585
ahi1(2of2),0,-0.367689361,-0.402871354,-0.425364527,0.009195263,-0.131910247
mpzl1,0,0.117930509,-0.010251829,0.063914408,-0.566595383,-0.354294924
evi5,0,0.970269374,0.999594234,1.238014228,0.472722688,-0.119187878
mrpl19,0,-1.152851374,-0.974558999,-0.979360308,0.034741594,0.039185875
vav2,0,-0.033464991,-0.338315949,-0.657972172,-0.187415351,-0.138022408
samm50(1of2),0,-0.845059889,-0.911432782,-0.630131461,0.172105912,0.137973171
pgd,0,-0.483270601,-0.421017018,-0.48209876,0.29524311,0.478716291
nf1(1of2),0,-0.260053361,-0.13752709,0.029422029,-0.440601281,0.034202724
gli2(3of3),0,-0.014398698,-0.279360864,-0.277429177,-0.834834749,-0.268049345
c8orf33,0,-1.276573438,-1.42002894,-1.12280623,0.075780478,0.084780338
nsrp1,0,-0.102333574,-0.436012087,-0.374980019,0.116184106,0.11145076
rab5a(1of2),0,-0.545027242,-0.232102183,-0.025899508,0.242977272,0.148245115
atp5g3(1of2),0,-2.066604073,-2.301131905,-1.233879282,0.69868168,0.622442655
mlh1,0,-1.558168006,-2.771846196,-2.087423638,-0.354252853,-0.220736293
lmtk2,0,-0.512256969,-0.601273056,-0.336457317,-0.525894793,-0.161387593
ciz1(1of2),0,1.310650446,1.099308506,0.093557953,-0.018608579,-0.570295098
gpsm2(1of3),0,0.634351641,0.739166287,0.893210008,0.283028616,-0.202745865
coro1b,0,-0.045324916,-0.034258883,0.218075691,0.075444263,-0.174379578
tert,0,-3.951508883,-3.778358845,-2.801554369,-0.663228963,-0.113009659
fkbp7,0,-0.884791768,-1.077959841,-0.739129094,-0.126917869,-0.292833582
mogs,0,-2.317902121,-2.784665977,-2.300915267,-0.115002355,0.334020354
prpf38b,0,-0.699502883,-0.560388473,-0.415277374,-0.526708017,-0.312726439
znf235(103of148),0,0.559642963,0.896885932,0.814984701,1.103719504,0.249551125
acap2(3of3),0,0.221013475,0.508078236,0.248424602,0.141454764,-0.127998447
sgol1,0,-3.773916282,-5.37471717,-5.642539563,-0.511781775,0.039630858
lmbr1,0,-0.382477445,-0.682213511,-0.806810114,-0.205913744,-0.18022961
fmo5(5of8),0,1.480378201,1.665394133,1.682561129,0.559117854,-0.314677624
parva,0,-0.170047131,-0.444365411,-0.751798164,-0.746049357,-0.50638852
gtf2e1,0,-0.397639161,-0.124173543,0.213904826,0.17055352,-0.015185672
nfxl1,0,0.012551805,0.049737459,1.038004774,0.207633844,-0.321942147
dap3,0,-0.533369588,-0.163662667,-0.837092238,0.136743114,0.042425511
epha4(3of3),0,-0.404481855,-0.59850194,-1.437136628,0.174507735,0.208226547
ankrd28(2of2),0,-0.658851626,-0.633587797,-0.511914739,-0.094888588,-0.121246464
mrpl27,0,0.239841559,0.339114588,0.103035954,0.358757675,0.001417428
adcy9(2of2),0,0.462537455,0.637034645,0.602678972,0.119594514,-0.149275997
znf71(1of2),0,0.165021495,0.030874553,0.116670181,-0.160652941,-0.197463006
cdca4(1of2),0,-0.563960785,-0.406232139,-0.599465145,-0.243950599,-0.100710586
ddr2(2of3),0,-0.17020757,-0.319826895,-0.120476624,-0.871275121,-0.486913452
tshz1(2of3),0,-0.376497183,-0.895201265,-1.228439212,-0.529274328,-0.272439865
ap1b1,0,-0.948608528,-1.116711873,-0.782455188,-0.398360655,0.100701366
sh3rf1,0,0.551963332,0.583064512,0.454835403,-0.144551905,-0.410714494
fam171a2,0,-1.590508748,-1.833395235,-1.787769983,-0.527235255,-0.009679958
pgbd4(1of12),0,-0.171800792,0.093091802,0.02888843,-0.33421476,-0.226778117
dnajc7(2of2),0,0.187916635,0.266580178,0.531855947,0.401772939,-0.022698554
gtpbp1(2of2),0,0.681492021,0.658304445,0.837043716,0.254554065,-0.217340241
mrpl4,0,-0.799259126,-0.592559092,-0.474448845,-0.357934056,-0.111691133
dhfr(1of3),0,-2.2824281,-2.289626666,-1.209587854,0.246148383,0.24419114
pcolce2(1of3),0,-0.888925738,-1.31142443,-0.869222928,-1.022960701,-0.885476031
mphosph6,0,-1.479849741,-1.479224546,-1.016267185,0.46818679,0.461777812
naa30,0,-0.535820684,-0.353982983,0.077025902,-0.150334559,-0.158222713
map2k6(2of2),0,-1.74922716,-1.382880762,-2.034005836,-0.058576818,0.17113193
dll1(5of5),0,-0.066094274,-0.493386001,-1.249384477,0.500365384,0.499168497
csnk2b(1of2),0,-1.422447134,-1.469107238,-1.137025108,-0.283150588,0.116098813
sema5a,0,-0.986965468,-1.126648025,-1.466335575,-0.958600784,-0.486935617
tfrc(3of3),0,-0.805598525,-1.125189305,-1.136082734,-1.019614959,-0.663804275
tomm40,0,-2.496807457,-1.734828702,-1.713355358,0.036235705,0.234186483
ing3,0,1.456708256,1.75725152,2.276816425,0.948718975,-0.435124804
taf6,0,-0.882796782,-0.948765644,-0.796484326,-0.134157825,-0.024683676
eif2b3,0,-0.593484762,-0.187965133,0.188249995,0.38219951,0.167968967
slc12a4,0,0.200194999,0.145208451,-0.290135961,-0.104229628,-0.086629006
atp11a(2of2),0,-0.021022884,0.043649334,-0.043288149,-0.531515588,-0.492324278
gtf3c3,0,-0.45317192,-0.598200537,-0.718637216,-0.216945129,-0.10253906
cd164,0,-0.417031746,0.07033353,0.622114227,-0.157862061,-0.071496875
ceacam20,0,0.393849896,-0.033789177,-0.079371619,-0.111553403,0.437735466
creb3l3(3of3),0,0.000484566,0.486461688,0.738890121,0.391847744,-0.013025635
ntn1(2of4),0,0.576269245,0.309322724,-0.704004668,0.496478713,0.177971846
cdc34(1of2),0,0.246108852,0.346619393,0.181169975,0.102202747,-0.058405145
st8sia1,0,-1.329184389,-1.487536099,-1.405136249,-0.468977566,-0.103793486
lin28b,0,0.762966811,0.517983923,-0.110796082,-0.128230172,-0.28479767
tssc4,0,1.263128882,1.478509503,1.833156742,0.711611375,-0.131616638
zfp423,0,0.057487407,-0.322979867,-0.965033492,-0.014799502,0.325722295
stx6(1of2),0,-0.582710892,-0.416895079,-0.699425872,-0.021808204,-0.096972782
cdc14a(2of2),0,1.142137222,1.119241241,0.980230458,0.31208946,-0.275632285
dnph1,0,-3.938948569,-5.086105134,-3.849110267,0.166539982,0.55513322
zscan29(3of9),0,-0.670858728,-0.416893546,-0.193995084,0.109142273,-0.040548356
kiaa0907(2of2),0,-0.230966866,0.076046928,0.29561082,-0.218992337,-0.179801691
tfb2m,0,1.536527968,2.341511421,2.317972114,1.097662084,-0.400159986
megf6,0,-1.305418831,-1.988373511,-2.519206276,-1.272887919,-0.853188183
arhgap17(1of2),0,0.709053532,0.727632542,0.528464035,0.288388866,0.010095903
znf658(1of5),0,0.097382457,-0.063043006,-0.212759853,-0.50009512,-0.601183203
zfp521,0,0.581105196,0.503782519,-0.061979859,-0.025348226,0.042467877
atp13a3(1of2),0,-0.522498004,-0.484536173,-0.151941632,-0.539168059,-0.03217773
ube2h(2of2),0,0.90605537,0.770630957,0.600578731,0.145798513,-0.383686753
edc3(2of2),0,0.263886263,0.526251739,0.523219057,0.158877092,-0.084618202
maml1,0,-0.305609805,-0.459957294,-0.533513174,-0.408278228,-0.109849248
b4galt5,0,-0.963462549,-0.965607571,-1.108588462,-0.530355435,0.043652705
uqcrh,0,-1.976752818,-1.003134875,-0.538306534,0.796852581,0.689453215
fyn(2of3),0,0.681172087,0.636355105,0.886965059,0.496865351,-0.066508938
slc15a2,0,1.061847845,1.153594055,0.880683024,0.18039406,-0.802781481
LOC107394810,0,1.349997852,1.715937131,1.897024872,0.379991553,-0.595424076
nde1(1of2),0,1.316167626,1.503704781,1.05855035,0.675394633,0.000164614
rrp8,0,0.782360241,1.052104274,1.33819305,0.479743882,-0.318923177
raver1,0,-2.518178154,-2.816102531,-2.215826647,-0.796562898,-0.00228112
zfp839,0,-0.061737651,0.004515198,0.298704998,-0.129957582,0.008211352
adam17(1of2),0,0.437376344,0.442455476,0.208409468,0.125285193,-0.196348885
smad1,0,0.758374143,0.615819574,0.759446349,0.209481391,-0.117198987
e4f1,0,0.091334144,0.239266049,0.136904175,-0.553966947,-0.517697659
nudt3,0,-0.485139091,-0.088107932,0.407086965,0.338483017,0.133982989
pigq,0,-0.240937577,-0.523343771,-0.303227013,0.08446994,0.001541553
myoc(1of2),0,1.897182417,1.567145998,-0.380151836,-0.271818093,-0.688638727
acad9,0,-0.538629121,-0.091975753,0.278118397,0.33661358,0.007211883
ppm1k(2of2),0,2.014308414,2.529053292,2.330998088,0.974527788,-0.518302659
zfp2(11of11),0,-0.691701475,-0.576053357,-0.466313512,-0.264208071,-0.052546337
zfp3,0,-0.076531963,0.576935872,0.775054409,0.200208245,-0.249768117
pax6(2of4),0,0.085718464,-0.066897862,-0.302035849,-0.176451183,-0.15533223
wdr24,0,-0.795838078,-1.151422842,-1.139291485,-0.662685222,-0.363377288
cirh1a,0,1.272175483,2.093316837,2.047644742,1.135068261,-0.167644878
flt1(1of2),0,-0.171227026,-0.429396963,-1.240166514,-0.615554898,-0.404828662
mr1(2of2),0,-0.254146994,-0.373407446,-1.193981114,-0.411401655,-0.680122442
