id,b_PreD,b_D3d,b_D6d,b_D1m,b_D4m,b_NonD
alg11(2of2),0,0.304422439,0.333483469,0.889292357,-0.070195453,-0.583890817
polr2i,0,-1.102217207,-0.677299626,-0.565151845,0.464794891,0.645623026
pias1(1of2),0,-0.016270531,0.145343996,0.52515525,-0.388457253,-0.273877591
wdr20(2of3),0,0.541314241,0.667224199,0.860862396,0.428605803,-0.008375577
glcci1(2of2),0,0.219148938,0.312609407,0.601929729,-0.650745008,-0.287351745
hif1an,0,0.383518814,0.385442941,0.744346698,0.781577125,0.064287094
vps50,0,-0.183372458,-0.046281546,0.04292983,-0.005083878,0.163922877
stx6(2of2),0,-0.476522527,-0.153475461,-0.609433427,-0.038282993,-0.109917855
cpox,0,-0.261832522,-0.380960336,-0.959769891,0.742715033,0.930332422
cldn12,0,0.189699111,0.164120889,0.430912564,-0.187836606,-0.300164585
dhx15(2of2),0,-0.464535903,-0.289364157,-0.157902021,-0.460729081,-0.050324856
bend3,0,-0.35889701,-0.391192839,-0.467653498,-0.396343387,-0.330998283
myo5c(2of2),0,1.110051564,1.401436703,0.80269729,-0.121307802,-1.004568179
osgepl1,0,-0.32166509,-0.727119526,-0.736685592,-0.910567514,-0.467604146
acp2(2of2),0,-0.734246366,-0.917387027,-1.581728608,-0.597914033,0.383716132
LOC107380363,0,0.397278845,0.397621612,0.358651308,-0.661249216,-0.794613684
pgbd5(2of4),0,0.247019934,0.618637577,0.071691282,-0.595861268,-1.131042534
prdm5(2of2),0,-2.044520723,-2.167849758,-2.066291587,-0.574890444,-0.417820386
taf9,0,-0.020853916,0.05044116,0.346095709,0.1375424,0.093417276
paqr8(1of2),0,-0.616524633,-0.110945451,0.200497709,-0.076249555,-0.204153133
naglu,0,-1.395380749,-1.778972712,-0.946216538,-0.579521166,0.208403494
trim16(12of15),0,-0.640088937,-1.05418324,-1.015165233,-0.362917033,-0.079765187
dgat1(1of3),0,1.199326477,1.640811981,1.568558942,0.764768827,-0.223504565
rps6ka3(1of2),0,0.057618755,0.068800927,0.728829868,-0.363308001,-0.148880581
c6orf136,0,1.192263248,1.518056346,2.076137143,1.038628097,-0.134139913
orc5,0,-1.322058846,0.048194872,-0.057877503,-0.234491311,-0.15060877
pars2,0,-0.957305208,-0.785565144,-0.479184748,-0.056292767,-0.084340434
taf4a(3of5),0,-0.769137671,-0.373495577,0.572608379,-0.359236851,-0.038223785
kiaa0586,0,-2.217019472,-2.590359397,-1.844749795,-0.757115123,-0.145116796
rsbn1l(1of2),0,0.799012614,0.749009192,1.012457703,-0.299499533,-0.279952799
cdc37l1,0,1.975993602,2.353490759,2.47335504,1.386148179,-0.097087968
tcf7l2,0,-0.417195249,-0.73632962,-0.637231787,-0.162382795,0.312130014
itfg1(2of3),0,0.107702453,0.326569111,0.217254061,0.563480798,0.102108853
mterf4,0,0.158550399,0.565599729,0.689314641,0.170576538,-0.128319441
zfp715,0,0.18921893,0.105852935,0.475170903,-0.075012544,-0.217970938
dcakd,0,1.156538783,1.48751934,1.60993298,0.250000108,-0.577201467
col26a1,0,-3.017232391,-3.166682717,-2.870153041,-0.857049541,-0.354839493
osr2,0,0.762745806,0.535068917,-0.678487174,-0.300573093,-0.861803924
cped1(2of2),0,-0.335975302,-0.97932046,-0.847750763,-1.353577729,-1.079576305
lyrm2,0,-0.66770408,-0.53862905,-0.005703363,-0.089171904,-0.149710061
ube2d2(2of3),0,0.851095145,0.971925246,2.020839915,0.68677149,-0.16380846
mitd1,0,-0.393961571,-0.691380683,-0.44410007,-0.201236895,-0.219503299
stip1(1of4),0,0.028893297,-0.078049392,-0.073843772,0.255308701,0.216913674
fbxo34,0,1.510681118,1.461685301,1.304982581,0.340352918,-0.482038023
elf2(1of2),0,-0.556485561,-0.331090434,0.008022093,0.025917473,-0.140114374
aim1(1of2),0,0.422800121,0.184619273,-0.567641244,0.004944707,0.272262526
enthd2,0,-0.434773048,-0.708519482,-0.860984894,-0.36734653,-0.071307704
map2k5,0,0.549543454,0.581004398,0.807277387,0.205477313,-0.340076755
lmln(1of3),0,-0.364600235,-0.23384501,0.105614089,-0.538040313,-0.11977447
junb(1of2),0,2.512483486,2.670484945,0.585903592,0.290652014,-0.469955554
msantd4(2of2),0,3.270785975,3.20556847,2.981720345,0.338873691,-2.926050617
rnf122(2of2),0,2.080457023,1.953048828,1.969859985,0.993676313,-0.499376097
sdccag3,0,-1.082569361,-0.365007217,1.092705878,0.465574176,-0.239089656
pex6,0,-0.541887829,-0.54424832,-0.266238663,-0.355313064,-0.166698015
fhod1,0,-0.909201363,-1.115254689,-1.759596841,-0.921437233,-0.404953917
ankrd49,0,-0.072903489,0.152165844,0.200974075,0.727655365,0.49310043
mmd,0,-3.647899401,-3.202703761,-3.111997834,-0.468575933,0.108264694
spast,0,0.352192969,0.266281396,0.006960424,0.113468499,-0.044047067
thap11(1of4),0,-0.943123933,-0.64350262,-0.306981991,0.244620139,0.248471715
fbxl3(2of3),0,0.936060092,0.715620451,1.044730016,0.304098213,0.185075852
uckl1(3of3),0,-1.989212952,-1.924637153,-1.521009996,-0.306339245,0.092434146
popdc2,0,0.108542904,0.118275872,0.296516734,-0.972555269,-0.225242221
eps15(1of2),0,0.324324477,0.213086089,0.702186164,-0.090408238,0.294204749
dmbt1(2of3),0,1.579528956,1.579068514,1.396461685,0.624677283,-0.270251854
harbi1(26of28),0,-0.221975448,-0.149282277,-0.153293495,-0.18887051,-0.25066698
adgrl3(5of8),0,0.485671694,0.575900487,0.119223178,0.054265361,0.612653569
ssh2,0,-1.814142116,-1.793503826,-2.003481478,-0.406027107,0.237586945
prkcsh(2of2),0,-1.329841686,-0.994360052,-0.63944707,-0.460483981,-0.155148454
lin54,0,-0.724870916,-0.555448616,-0.440427718,-0.422430799,-0.112187478
b3gat3,0,-0.140061731,0.238043869,1.131394699,0.113589742,-0.211569213
agfg1(2of3),0,-0.159844185,-0.09776808,0.41197819,0.053030451,0.222359998
znf846(6of13),0,-0.824382006,-0.734878234,-0.656616045,-0.109052043,-0.011360138
znf624(2of2),0,-2.760723745,-2.583573875,-1.454723403,-0.588121339,-0.327580949
parg(1of3),0,0.102969804,0.005981686,0.53010156,-0.168013054,-0.044971046
rprd2(2of2),0,-0.220236151,-0.03403818,0.885649475,-0.215027371,-0.091081166
nebl,0,0.45764875,0.209560051,-0.083243435,-0.229325165,-0.068676956
txn2,0,-0.53969903,1.002226201,0.437924686,0.649450539,0.261727008
znf568(4of15),0,-0.181066978,-0.194404723,0.046380631,-0.127226373,-0.208559282
lrrc42,0,0.745928669,1.038867151,0.398897984,0.204338656,-0.266750865
pgam1(2of2),0,-1.573453031,-1.290154279,-1.19022725,0.204016982,0.304577757
iffo2,0,-0.249558431,-0.332267347,-0.701168256,-0.188933746,-0.094193617
slc25a24(1of3),0,0.2891144,0.466374118,0.139701575,0.36752518,-0.064715653
sox9(2of3),0,0.47126896,-0.04637848,-1.384865422,0.463332847,0.638904483
akr1a1(2of4),0,0.746970982,0.343794659,0.195703423,0.460288006,0.117552554
st6galnac3(1of2),0,-0.347333284,-0.984161248,-1.289163291,-1.015345299,-0.436078446
kti12,0,-0.740965081,-0.811612922,-0.024706513,-0.135773658,-0.081845964
cdc42(1of4),0,-1.328893872,-1.40203299,-1.387344462,0.381831401,0.518222463
chst7,0,0.124678671,-0.000765688,-0.40795402,-0.278362136,-0.215756503
zfp703(1of2),0,-0.145752786,-0.46134033,-0.591916962,-1.143381645,-0.458222047
tsta3,0,-2.372871719,-2.552140882,-2.793547031,-0.119870697,0.481048757
tmem104(1of2),0,0.450449046,0.449468057,0.886591335,-0.035070426,-0.125005806
asah1,0,-0.591404901,-0.811071516,-0.971167654,-0.52316252,-0.490759533
scube3(1of2),0,-0.573846193,-1.408552406,-0.765303145,-0.600044547,0.056253991
fmo4(2of2),0,0.259566923,0.115637574,-0.051205063,0.065714111,-0.174360531
ints6(1of2),0,-2.157783432,-2.23507829,-2.234971703,-1.043361393,-0.139299822
foxred2,0,0.260370962,0.709810923,-0.11882554,-0.058197221,-0.564064671
fam57b(1of3),0,0.186489533,0.390209149,0.786109892,0.188815683,-0.028944262
rin2(3of4),0,1.440933698,2.606204563,3.887139163,1.206704803,-0.092550772
znf721(2of2),0,0.508602377,0.900526468,1.45482809,0.793158643,-0.280963068
dhodh,0,-1.909324082,-1.628429352,-1.121256837,-0.184875463,-0.215091699
mrpl33,0,-1.408594571,-1.222622229,-1.252200145,0.553230273,0.583349765
atp6ap1(1of2),0,-0.631934325,-0.441691006,-0.773758186,-0.590618685,-0.305000372
tmem245,0,-0.336180604,0.162012499,1.093616643,-0.056210597,-0.268232496
nudt1,0,-1.99643438,-1.725895973,-0.61166939,0.137060516,0.140604609
gareml,0,-1.003271158,-0.723867794,-0.601849512,0.549586795,0.710064758
stx2(2of2),0,0.299878446,0.5166297,0.734385201,-0.381110488,-0.496289692
apcdd1(2of2),0,-1.217004879,-1.681712387,-1.709528741,-0.406905724,-0.132466947
znf235(46of148),0,0.410477754,0.541365946,0.317012816,-0.542635432,-0.648672308
nfil3(3of5),0,1.264197153,1.697129215,1.139497788,0.767224121,0.831339673
znf165,0,-0.019156649,-0.184229972,0.186657208,-0.012715859,-0.165707315
tbc1d22b,0,-0.9281868,-0.768296329,-0.395895069,-0.152782447,0.051478367
ash1l(2of2),0,1.203317079,1.314188055,1.731460913,0.165952262,0.133109314
safb(1of2),0,-0.403590913,-0.534160958,-0.180012555,-0.089291913,-0.092430919
frmd6(2of2),0,0.434598789,0.112459948,-0.7401258,-0.31775347,-0.592676589
cnpy3,0,-2.010398949,-2.157976673,-2.068509725,-0.822079807,-0.141072229
arhgef10l,0,-0.040092783,0.060395255,-0.534224528,0.023790685,0.467014558
ano8(1of3),0,-0.263302085,-0.348633091,0.269862506,-0.172699246,-0.033025651
polr3k,0,1.81709643,2.184311482,2.040333135,0.856905353,-0.25963548
tpcn1(2of2),0,-1.259700197,-1.169653206,-1.075324564,-0.590108344,-0.447389072
emc8,0,-0.843027438,-1.025666092,-0.91523579,0.437723363,0.412663499
aaed1(2of2),0,1.837313318,2.288305434,1.648722841,0.446410526,-1.032686527
sat2(1of2),0,-2.293210896,-2.212696913,-2.455173853,-1.01042792,-0.182511723
cry2(2of2),0,0.40376287,0.472910588,0.925187425,0.018847346,-0.483015885
c7orf55,0,-0.396955014,0.017614868,-0.207061742,0.659173066,0.518062451
yipf4,0,1.302643557,1.405468514,1.737716769,0.691415681,-0.239476446
mri1,0,-1.920672323,-1.745390151,-1.381638572,-0.881041289,-0.032134446
ccdc149(1of2),0,0.296232151,0.602456627,0.820007428,0.355270036,-0.124211587
eaf1(1of2),0,-2.428218157,-3.778910628,-2.332050099,-0.210528675,0.304847772
abhd14a,0,0.081084765,0.066156772,0.171786082,-0.067186402,-0.371570475
gbas(2of2),0,-1.154856703,-0.854377275,-0.502120809,0.126411349,0.257194545
slc44a2(3of3),0,0.952701959,0.726962279,-0.097459123,-0.60438634,-0.37479243
ezh1,0,4.745451759,5.12939595,5.197916258,3.275408619,-1.233012029
cog6,0,-0.457213462,-0.543795336,-0.381443293,0.139819267,-0.030828133
ccdc127,0,-0.84446038,-0.114558715,-0.340618078,0.295856547,0.104676651
eif2b2,0,-1.698796552,-1.560482171,-0.903803832,-0.217899126,0.115811065
mtap,0,-0.580140155,-0.508141598,0.096793514,0.222465314,-0.052515221
tmc6,0,-0.287739608,-0.508955205,-0.884844187,-0.099234516,0.163101647
sdhaf2,0,-0.52420628,0.220643503,-0.090393658,0.307552355,-0.003977325
klhdc10(2of2),0,-2.13812731,-2.174947981,-2.128115924,-0.611576731,-0.185896483
mum1l1(1of2),0,-0.191482937,-0.095477707,0.54510473,0.140720915,0.063298371
tmem63b(1of2),0,-2.081985409,-1.272772067,-0.378011479,-0.747225969,-0.068600886
hoxa2(1of2),0,-0.320565942,-0.147455126,0.047066082,-0.243163665,-0.362051158
jkamp,0,-1.026981601,-0.867430331,-0.784217812,-0.188509834,-0.198991304
lig4,0,-0.526614137,-0.444060377,-0.215800083,0.352942904,0.248221155
laptm4a,0,1.014520577,1.092601626,1.621973159,0.480125883,-0.542345353
mettl18,0,0.363514927,0.668564772,0.613502566,0.355890036,-0.140675865
zfyve1(1of4),0,0.195101177,0.407443985,0.623518832,0.135543789,-0.060571948
pi4kb(1of2),0,0.205451655,0.309057651,0.148428062,-0.35118699,-0.12395817
sh3glb2(1of2),0,0.395600055,0.485734715,0.614589952,0.142586367,-0.36886636
gpr63,0,-2.910739441,-2.172310782,-1.926077117,-0.533747622,-0.056393191
per3,0,0.430405626,1.157871867,0.661308691,-0.014204372,-0.767226413
LOC107382077,0,0.54915026,0.824106372,0.386605763,0.034594589,0.011063037
pou3f4(3of3),0,0.147433305,-0.384549603,-0.259072471,0.019168233,0.151817068
slc25a16,0,-0.328430432,0.491813956,0.58287679,0.262034692,-0.185402627
angptl1(2of4),0,-0.888587938,-1.68453388,-4.218631216,-1.319377312,-0.901934779
spryd7,0,0.277150122,0.735142316,0.604489161,0.520001691,-0.087095491
tmem79(1of3),0,0.262337774,-0.266619867,-0.22386587,-0.236341449,-0.197695364
stambp,0,-0.525376595,-0.25199879,-0.029084177,-0.049378319,0.068774213
klhl12,0,-0.847129754,-1.009639817,-1.138088381,-0.611289481,-0.028480825
pcdh7(2of2),0,0.159965386,-0.326684308,-1.482926874,-0.284045194,-0.041544647
stat5b(2of4),0,0.353718104,0.779672698,0.444025011,0.448588649,0.036339591
gtf3c2,0,-0.005326203,0.335937535,0.55446877,0.179264265,-0.058987813
cerk(3of3),0,-0.150770717,-0.363682271,-0.696672935,-0.498599078,-0.104114996
gdpd5(1of2),0,-0.291503828,-0.204240895,0.367808054,-0.881793668,-0.108566749
fzd9,0,-0.684614235,-1.489073353,-1.205995348,-1.129072265,-1.182206783
usp31(2of2),0,-0.033898433,0.127750391,0.314279931,-0.632834369,-0.209703579
ercc8,0,-0.520357043,-0.584669902,-0.317560293,0.2208767,-0.132602844
fbxo33,0,0.685031938,0.717516961,0.30329809,-0.115869854,-0.486567505
LOC107379130,0,0.650397008,0.481194186,0.049719209,0.299130947,0.07281332
golga7b(1of2),0,0.594421257,0.707307843,0.582908103,0.608175729,0.047052897
znf235(148of148),0,-0.506524938,-0.76303979,-0.554767242,0.026161351,-0.031627599
kiaa1468,0,-0.674018381,-0.80372309,-0.330255458,-0.15223123,-0.062009859
ssh3,0,1.403012062,1.184922689,0.884170552,0.065744197,-0.594831772
sema4a,0,0.300085593,0.277843495,0.673087665,0.117090782,-0.46968354
klhl11(1of2),0,0.703121038,0.945020217,1.227819466,0.537108837,-0.239398751
ednra(1of2),0,-0.223066521,-0.772683356,-0.819613123,0.825195728,1.116712539
vcan(2of4),0,-0.457846021,-1.090092793,-1.787159352,-2.626111501,-1.855830649
zmynd19,0,-0.99816739,-0.70257244,-0.950521008,-0.061388304,0.301631255
zbtb11(2of3),0,0.84088666,0.825812521,1.285852234,0.226840123,0.04218523
pts,0,0.736581769,1.620409234,2.131878646,1.51365317,-0.352174369
gpm6b(2of3),0,0.161691489,-0.076347209,-0.036778273,-0.154828414,-0.175228557
psap(2of2),0,0.331707335,0.147725878,0.479065765,0.161118959,0.279729303
lurap1l,0,-0.67055258,-0.975180155,-1.582969861,-0.526749616,-0.546851223
slc25a36(2of3),0,0.611852549,0.822664523,0.768893576,0.440057105,0.188919039
znf568(8of15),0,0.387932017,0.566049098,0.636522098,0.129795491,0.057058763
c6orf120,0,-0.74766839,-0.331751741,-0.256883479,0.027591619,0.007023511
hykk,0,0.415959246,0.231616527,0.647987291,-0.46832948,-0.25814083
c2cd2l,0,0.488428562,0.524292627,0.853046518,-0.14410774,-0.392045511
armc6,0,-2.219398789,-1.161795793,-2.146861584,0.057377876,0.124902394
cript,0,0.40766869,1.05806957,1.428617235,1.098124597,0.280243134
psmg2(2of2),0,-0.48706574,-0.328640664,-0.068791619,0.076269668,-0.006959016
c14orf1,0,-1.27024229,-0.942560546,-1.408002902,-0.690766813,-0.450336391
chrna1,0,-0.076124513,-0.498850479,-0.780693114,-0.671793908,-0.777830541
elmod3,0,-0.76437448,-0.60580283,-0.099504937,-0.325222576,0.214982182
spcs1,0,-2.17539808,-2.458738579,-2.311516101,0.280769663,0.930468606
cdk5rap3,0,-1.60667742,-1.107169009,-0.941932878,0.110147834,0.111417938
tsku,0,0.520014956,0.473950587,0.143697912,-0.208390975,-0.580224305
arl8b(2of2),0,0.178351159,0.474957365,0.643495898,0.470096422,0.030484884
linc00493,0,-0.284646383,0.122046627,0.263482906,0.183008284,0.260367048
papd4,0,-0.99221552,-1.00724754,-0.863547784,-0.764963877,-0.177880584
uvrag,0,0.604382131,0.431678424,0.496065579,-0.072654569,-0.111451931
asxl2,0,0.67949401,0.618864453,0.917955075,-0.068559229,-0.282158879
atp8b1(2of2),0,0.363270521,0.233560473,-0.197009099,0.150591552,0.616466758
dhrs4,0,-0.847524376,-0.865024352,-1.097594511,0.442274362,0.385113396
ap4b1,0,1.133374633,1.071401806,1.121230139,0.164532624,-0.395397854
adrm1(1of2),0,-2.657276539,-2.585151716,-2.474327456,-0.238535453,0.224153343
sema4d(2of3),0,-0.268499852,-0.444108672,0.260223817,-0.639137201,-0.190897806
vps37b(1of2),0,0.301273013,0.185519191,0.22441018,0.191632258,0.063710395
sharpin,0,-0.682844946,-0.452115015,-0.317665445,-0.120026893,-0.135471695
vma21,0,-0.209994933,-0.038952125,-0.315071093,0.641506567,0.435240981
ace(5of6),0,2.045817493,1.434839893,-1.903837992,-1.994159679,-1.778031107
LOC107374655,0,-0.166674995,-0.209384624,0.085403485,-1.429937498,-0.253654473
znf235(110of148),0,-0.268298216,-0.219883823,0.096270252,-0.1756882,-0.179259553
znf721(1of2),0,-0.062549205,-0.125586688,-0.244718608,-0.168664726,-0.105777253
trappc13,0,0.737524366,1.010866869,0.895057005,0.325399449,-0.305377348
mvd,0,-0.384633153,-0.314247385,0.32386295,-0.056687874,-0.086589347
st6gal2(2of2),0,-1.543840589,-1.795432472,-1.951866831,-0.823503354,-0.157681976
usp30,0,-0.296766501,0.064724322,0.152235578,0.241793988,-0.014811712
irs1(1of3),0,0.362693281,0.425429214,0.650303224,-0.157469848,0.128850735
rnf170(1of2),0,-0.293086061,-0.597493319,-0.769802499,-0.140291856,-0.239382998
midn(1of2),0,0.26500264,0.487781861,0.705320557,-0.348597866,-0.275224553
vamp7,0,1.071375421,1.548615717,1.307052858,0.783457474,-0.184884966
zfp365,0,0.436857893,0.902740461,1.429074574,0.308581622,-0.152402597
rmnd5b,0,-0.552208922,-0.830998707,-0.398085742,-0.478641554,-0.023292354
ctif,0,-0.377333074,0.086343718,-0.022183212,0.046127648,0.13975845
fam149b1,0,-0.071939343,0.653320365,0.690020767,0.139825251,-0.209796781
nos1ap(2of3),0,-0.238862524,-0.2815005,-0.349509226,-0.139184346,0.336848084
smim14,0,0.767269891,1.200272997,1.02362362,0.773574264,0.483470472
usf2(2of2),0,-1.615687567,-1.261687634,-0.82785002,-0.480269638,-0.368549033
zfp647(2of3),0,0.272946426,0.232888274,0.61706614,-0.509895938,-0.353260744
micall1(2of2),0,0.712366456,0.668401602,0.259530752,-0.157542852,-0.701834313
aim1(2of2),0,0.832916139,0.224354838,-0.373179226,0.6341709,1.146654152
smap1,0,-1.56800878,-1.111623221,-0.477049164,0.145257194,0.421086453
bmi1,0,0.38403398,0.146382208,-0.238565959,0.233345794,-0.014387521
znf235(134of148),0,0.422821616,0.769274704,0.856536816,-0.089436734,-0.219312862
ppp3ca(4of5),0,0.209158154,0.01143029,0.204550169,0.179456252,0.191150846
slc2a8,0,0.201554572,0.104882699,0.419410723,-0.229644084,-0.680516822
hes6(2of2),0,-1.894591703,-2.273411955,-2.705458358,-0.378081442,-0.072609035
megf10(1of4),0,-0.218229188,-0.547280713,-0.698474895,-0.621156476,-0.595920001
acot11(2of2),0,1.358036354,1.189741982,0.007430331,0.083224984,-0.245216761
pgs1,0,0.399008164,0.641008453,0.741872468,0.119285617,-0.022980726
ube2g2,0,0.295760544,0.819729934,1.08803097,0.587041272,-0.090817736
btbd1,0,-0.428272802,-0.007709737,-0.349126942,-0.011540817,-0.011329134
bin2(2of2),0,1.837117676,1.984898298,1.523033748,1.099831048,0.006016229
pard6b,0,0.449943679,1.17901332,0.802113244,0.085630681,-0.201619655
plekhg6(2of2),0,0.550190377,0.124178138,-0.572015297,0.44450662,0.34818421
rpa3,0,-3.562396736,-3.729775196,-2.742356097,0.220371162,0.478950431
hace1,0,0.212075819,0.495839252,0.407849913,-0.247526259,-0.295576316
elk4(1of3),0,0.341305111,0.372025518,0.562585931,-0.454282945,-0.167255519
abtb1,0,1.366212655,1.140983069,1.828547937,0.77799791,-0.20272074
rmdn2,0,0.090685098,0.140047837,0.337332859,-0.137767686,0.113799335
rcn2,0,-0.769739079,-0.632961033,-0.34792406,0.21136563,-0.019253312
tbcc,0,-0.689892444,-0.406256299,0.065327692,0.045286839,0.094118781
lamp2,0,-0.856435133,-0.581045552,-0.440620066,-1.049631995,-0.575578277
pld5(2of2),0,0.122536002,0.232523523,0.497808954,-0.855186406,-0.430670146
cobll1(2of2),0,1.434103962,1.433337916,0.322173203,0.036590324,-0.029637384
bicc1(1of2),0,0.933969048,0.870148679,1.214901748,0.113029902,-0.251660995
slc35b1,0,-6.009706001,-4.87882745,-4.531562737,-0.42034911,0.31507091
adgrb3(1of2),0,-1.002009434,-1.054146973,-1.31456987,-1.909849926,-1.551674229
fth1(2of8),0,1.311823275,1.756553606,2.419859777,1.606846659,0.050065057
tefm,0,-1.40147728,-1.359017432,-0.773239549,-0.136844315,0.335592722
mcoln1(2of2),0,0.478052075,0.737661566,0.872216762,0.068049967,-0.30008818
osbpl2(1of2),0,0.62330931,0.774200494,1.03914257,0.541422275,0.298118054
ampd2(3of3),0,-0.858215768,-1.204190519,-0.76837903,-0.492319246,-0.198822907
nkain4,0,-0.377412173,-0.684051491,-1.627755064,-0.49774545,-0.548519995
cep44,0,-1.1790147,-1.017553612,-1.015179853,0.069748802,-0.097688461
eva1b,0,-0.221574831,-1.038946954,-1.459398959,-0.413384287,-0.371196585
eya1,0,-1.063939047,-1.060436647,-1.695992474,-0.664557316,0.24354382
hoxa10(1of2),0,-0.32072236,-0.108631334,-0.36269096,-1.270261498,-1.270349576
pepd,0,0.576245442,0.945621579,0.662899699,0.362686495,-0.113381092
abcc3,0,0.032754669,0.169361902,-0.311037186,-0.4311633,-0.321573546
camsap1(2of2),0,0.654401871,0.842423615,0.973245279,-0.14596685,-0.147393677
znf570,0,0.268179029,0.583354644,0.616758818,0.111103268,-0.309542056
dhrs11(3of3),0,-1.607837253,-1.467286179,-1.331350001,0.481374263,0.705978924
ipo13(2of2),0,-2.662610655,-2.594871899,-1.945934789,-0.442147734,0.354731888
samd4a,0,0.498414194,0.485787252,0.468689693,0.212928241,0.358588342
tal1(2of2),0,-0.40632442,-0.897687712,-1.232098607,-1.310286904,-0.879427291
ngly1,0,0.466408168,0.600909909,0.535165801,0.07340459,-0.15068629
susd6(2of3),0,0.64969396,1.324100522,1.54893291,0.320550915,-0.690743054
LOC107377446,0,-0.668618813,-0.393479959,0.122923654,-1.01907377,-0.480109618
pnpla8(1of2),0,0.194620348,-0.109389402,0.789577881,0.214396218,-0.251729843
znf235(79of148),0,-0.381974625,-0.365933792,-0.533681886,0.055570781,-0.007279726
pak3,0,0.100913321,-0.054043409,-0.24495643,0.732573248,0.866897732
mrpl43,0,-1.791986372,-1.694782441,-1.808138995,0.08572192,0.288342675
dnajc5(2of4),0,0.36208036,0.781554869,0.417991503,-0.107359112,-0.313097445
tex261,0,-0.696517176,-0.099105284,0.504787084,0.138335676,0.076065133
ppp1r15b(2of2),0,1.08700792,1.560184911,1.432270175,0.518377643,-0.284368475
chst14,0,-0.535041164,-0.534546642,-0.431259934,-0.32138594,-0.496192853
fgfr1op,0,0.21196199,0.404860184,0.885807657,0.468857236,0.020459158
spint1(2of2),0,1.12294168,0.753174011,-0.013808422,0.002548877,0.183120841
sh3kbp1(2of2),0,0.66843919,0.346605667,-0.018689462,0.289159793,0.015458609
ccdc77,0,-2.284895859,-2.948319066,-1.730380958,-0.159140621,0.004245067
acox3,0,-1.91941231,-1.77594593,-1.557740507,-0.321900624,0.148045193
lipg,0,-1.158885234,-1.058262505,-1.265543132,-0.28066098,-0.21321613
ppp1r9a(1of3),0,0.156769054,0.044031125,0.019433282,-0.217815007,-0.115815876
lrrc57,0,0.582021256,0.658114002,1.939726955,1.095071752,0.018057688
ppp1r15b(1of2),0,-0.591015773,-0.356163102,0.463592689,0.001057812,0.173220695
eif4e(2of3),0,-3.748325432,-3.477585731,-2.325380413,-0.187918468,0.152703985
hmgcs1,0,-1.78300827,-1.383244666,-1.467691996,-0.175811849,0.304528281
pank4,0,1.167817524,1.717446158,1.839938378,0.702483399,-0.125196988
stk35(1of2),0,-3.832947759,-4.193178069,-3.669627321,-0.097818606,0.243222794
arfrp1(1of2),0,-1.553477708,-1.260586158,-1.01129796,-0.313079995,-0.145816834
LOC107384277,0,-0.325632634,-0.428643077,-0.052214643,-0.457663016,0.182059232
ftsj1,0,1.823923168,1.759168173,0.779436258,0.72039323,-0.387246196
phldb2(2of2),0,-0.009553519,-1.326097825,-3.035785321,0.902498814,1.063388759
LOC107396753,0,-0.875948036,-0.726750409,0.315321084,0.247122468,-0.009231211
ddhd1,0,-0.70017185,-0.497891332,-0.122907136,0.057544593,0.322758214
cmip,0,0.944574212,0.816378214,1.32927286,-0.27738635,-0.25334607
erf(4of4),0,-0.628249513,-0.610648639,-0.524545685,-0.679413248,-0.108574442
unc5c(1of2),0,0.831306389,0.457624896,0.595403221,0.354906781,-0.127512768
klhl20(2of2),0,-0.334691888,-0.396768561,-0.51174917,0.180822344,-0.06239818
tmem110(2of2),0,0.355424239,0.266528815,0.201727657,-0.120795218,-0.556698944
anxa4,0,0.275700332,-0.187691976,-1.439047108,1.640010459,1.687809866
zfp574,0,-0.992397613,-0.885930463,-0.565884143,-0.383953762,0.068884618
atp9b,0,0.128289329,0.247543237,0.268071063,-0.072719431,-0.186909554
pym1,0,-0.150947015,-0.068168322,0.259215626,0.332498512,0.162630094
prickle2(1of3),0,1.340904261,1.225149908,1.375358785,0.489546799,-0.413790291
ube2ql1,0,0.755052761,1.09708039,1.019209098,0.359176046,-0.036244605
slc35c2,0,-0.760529613,-0.61974996,-0.747021532,-0.493086666,-0.177395158
mob1a(2of2),0,-0.419953673,-0.673498043,-0.205840777,0.198893486,0.216909913
trappc3,0,-0.092541057,0.016799041,0.215307283,0.900416487,0.446817173
c12orf49,0,0.914569386,1.059113732,0.630809612,0.44939553,-0.119959269
kctd5,0,-0.714655496,-0.63923109,-0.429602921,-0.067051955,0.063124537
snx25(1of2),0,0.458540828,0.188710747,0.532195594,0.163948702,-0.041993275
mff(1of2),0,-0.152305761,0.392099842,1.098798263,0.336059704,0.147182901
trappc10,0,0.142819024,0.122639514,0.03357943,-0.396791995,-0.021313875
c19orf60,0,0.489463106,0.592940173,0.419333623,0.135560567,-0.377151657
npat,0,-1.531996402,-1.04078548,-0.415510886,-0.785299394,0.016058367
tmem9,0,0.631973545,0.566403945,0.743267546,0.071584464,-0.591180103
phactr2(3of3),0,0.214583512,0.379693062,-0.182999181,-0.232966759,-0.404878922
myl7,0,1.831088775,1.788667022,0.541586414,-0.274474791,0.191480638
acsf2(1of2),0,1.873888999,2.108118499,2.399539841,1.383103654,0.119131788
gnmt(1of2),0,0.208265637,0.248821665,0.168315673,-0.414575418,0.041094628
tcf19,0,-4.696466463,-7.953951066,-6.601196775,-0.529173697,0.211705996
prdm16,0,-1.574083926,-2.051638122,-1.559569537,0.04421774,0.839617861
