id,PreD_Lib1,PreD_Lib2,PreD_Lib3,D3d_Lib11,D3d_Lib12,D3d_Lib24,D6d_Lib14,D6d_Lib15,D6d_Lib16,D1m_Lib18,D1m_Lib19,D1m_Lib26,D4m_Lib20,NonD_Lib21,NonD_Lib22,NonD_Lib23
mr1(2of2),23.82540073,27.30264695,25.59433972,21.13398985,25.08599119,17.73740621,18.70945289,18.07298199,20.65558915,10.07181913,13.86071946,8.77095946,18.94221572,15.5883859,15.53188681,18.28927818
mras,3.342242995,3.575472805,4.505566667,5.715943887,6.12596642,6.458390004,6.147547481,6.982625571,5.737418012,4.139296834,5.206182946,5.932741185,4.265443914,3.760999278,3.460383992,3.641387431
mrc1(1of18),0.779435747,0.735603257,0.621955887,0.250378314,0.523546653,0.56472736,0.384981036,1.005205481,0.747224814,1.552122839,1.022833627,1.825851859,0.568206916,0.785411193,0.796242967,0.306732751
mrc1(13of18),1.43792401,1.303812785,1.333737615,1.98618826,2.995097981,4.610091233,3.000901869,2.385554742,3.497855579,5.09484564,3.182170289,4.631720961,1.556290842,1.968757849,1.649750793,1.096774074
mrc1(18of18),0.150217949,0.149768646,0.092909063,0.040179986,0.125625383,0.12733547,0.216052516,0.392431658,0.150370116,0.091633588,0.441109464,0.292808755,0.090879578,0.276456059,0.356342058,0.091442695
mrc1(2of18),0.848201174,0.838667313,0.592908203,1.752825321,0.899767004,1.043419831,1.222679306,0.950576372,1.696783973,0.254124668,0.157621616,0.586146751,0.946109102,2.008828821,2.479673948,5.537754379
mrc1(5of18),0.524404689,0.351863064,0.329609334,0.145668727,0.244825584,0.107656888,0.080777152,0.110255406,0.042129561,0.451495255,0.273930009,0.320000057,0.336866488,0.44329552,0.452940126,0.322566351
mrc1(9of18),2.821004625,3.419680093,3.798315066,5.572014508,3.759868324,2.038328458,2.779770215,2.762126942,2.383097566,1.407854332,1.060537236,1.286486098,6.518135666,5.397886147,5.389581133,7.56443828
mrc2(11of12),2.600991316,3.509077979,3.081542532,2.58258539,1.766934659,1.750085883,2.105472513,0.787048521,1.517364391,0.892247819,0.757573841,0.836458413,3.184501361,2.384601842,2.364521101,2.893812972
mrc2(4of12),18.15037709,17.19462526,17.66403317,16.41679321,21.50552589,16.39347893,13.59936856,13.35043105,11.76745253,13.41138219,11.09157831,11.20853342,12.28974908,14.07692077,14.55665794,15.08853745
mrc2(6of12),2.158248706,1.339143408,1.337946387,1.198701278,0.235032134,2.582516559,2.832823359,2.162218719,0.888740729,0.335152162,1.819187238,0.696644136,0.720468272,1.380927445,0.945206262,0.587013503
mrc2(9of12),0.157645803,0.137691267,0.227361798,0.097391962,0.095069393,0.103472766,0.109428079,0.179075662,0.018270196,0.111634701,0.322883415,0.299290192,0.222955271,0.169350796,0.15062775,0.183246962
mre11a,20.26540659,18.32086076,14.7708335,2.010265547,1.261093573,2.195637839,3.3909832,3.131350155,3.744632281,4.912816876,5.271116029,5.47821826,12.46930998,18.04710164,17.95362928,18.40824996
mreg(1of2),0.428041416,0.474074259,0.337396728,1.042398371,1.107985975,0.310779959,0.066299211,0.270339448,0.055426694,0.083958563,0,0.528953374,2.133913099,2.002446738,2.201134725,2.123617299
mrgbp,59.74084162,67.14618913,71.69996476,83.03035655,71.69706932,70.00107248,82.36408658,77.29886957,70.49628676,55.70736509,90.47409327,73.23762605,77.48426583,50.27049099,60.19397963,69.27224151
mri1,9.229718491,7.128112374,7.546534321,1.782899637,1.657887386,2.882298709,2.770666697,2.079315104,2.037338691,5.313011456,1.561136365,2.948011448,4.241431693,8.351869177,7.913195335,7.748417744
mrm1,4.99648127,6.210300147,5.81658848,6.641292183,4.609949304,6.841076269,13.27713601,9.54310033,9.764259167,4.518764286,10.10371277,4.564710376,5.613691691,3.946174998,4.267929389,4.182591981
mroh1,4.422639919,4.253856766,5.502899273,9.699158382,8.033825018,9.527142425,9.793236931,10.15205956,8.206862399,11.54777926,11.29884133,11.95516386,6.856593663,5.026698109,4.926796896,5.305951413
mrpl1,32.4012725,33.63725561,36.54790775,22.94219529,22.27325395,18.23803185,24.20735209,27.02756292,24.93219014,20.1981502,21.65223149,17.19494347,29.58748567,31.11219343,31.85870497,38.03078099
mrpl10,31.34479929,32.08924546,39.94826452,39.48400746,40.56185691,36.97025283,33.25582893,37.02661546,26.05766772,33.59712619,22.7200103,25.24369321,44.86826075,34.91307949,37.13155927,40.41500133
mrpl11,104.6922322,109.1018262,106.3679187,82.69873918,75.42623129,72.35754271,83.91108216,91.3775257,73.64425848,64.64127135,68.84691322,70.35859323,165.8714864,129.0016687,137.1508851,160.4421045
mrpl12,138.505388,140.5384182,136.4534119,62.85378929,56.99435859,69.9656295,75.36463301,68.88649071,67.83537005,58.35376878,73.17016766,70.34045262,176.7425634,161.9841746,178.1024601,192.2295597
mrpl13,124.2293806,126.2964103,137.9812933,82.84489099,74.22288682,69.60208999,78.24379607,82.55753487,87.90581906,73.89956969,65.83767186,68.50697335,140.6940698,133.2870346,142.9919525,160.1524029
mrpl14,21.56598197,20.69925095,17.81076774,5.42277468,7.941111288,9.182892814,17.9943602,13.05845921,14.96952202,26.03386305,15.81321488,21.80591193,33.13329612,36.92368353,37.64822172,38.59346121
mrpl15,84.8939928,79.65383452,75.83568119,57.31022544,51.41063287,46.00873513,94.01444405,86.85851319,84.71573532,61.27366137,107.1055594,65.65057355,98.84163013,79.87462997,84.52210109,87.90617703
mrpl16,74.24000412,79.99238492,82.96001412,88.6521223,69.82790519,79.36874591,102.2789799,90.48954262,92.03253899,91.98705032,108.9136515,108.1808064,107.4853253,86.35922596,91.89791561,104.8845539
mrpl17,50.10851451,55.23410502,42.32950314,19.34998736,17.70089245,14.83225534,17.2449928,24.24405269,22.2076243,35.77647003,33.76600246,32.85751437,48.28561554,53.27374387,67.01112954,66.35403828
mrpl18,44.49105972,44.72410356,41.17942441,57.27426129,56.27769488,56.06662926,64.33482511,69.67865652,67.43054108,84.84502042,83.8161458,81.64958502,66.71633926,39.34136074,39.49671756,47.09268979
mrpl19,55.0788464,56.97995094,55.03207763,32.94138591,21.04998629,23.4769473,28.955085,28.73221823,26.60451974,23.62249183,31.45069192,27.33037102,56.01143782,54.48033251,55.35818183,65.73911033
mrpl2,96.62919669,102.8112693,119.5120869,182.5201097,181.6684974,193.8338403,235.3167855,228.9652265,195.2962531,237.0949118,295.631406,270.6339209,167.509254,97.23548039,102.3589347,120.8217056
mrpl20,42.88255311,38.63173358,42.66267665,36.46132337,30.32539753,34.04318856,67.08179833,67.89568132,61.14694165,91.640708,113.8179489,97.65354954,75.40618002,37.82256635,48.81714475,51.7621209
mrpl21,16.54045411,17.1545131,14.88373323,8.088602982,8.479571636,7.741355931,9.043501173,9.388627124,9.500033956,8.054107645,7.214622008,8.151531662,17.15126206,19.05476468,18.62995474,21.71564256
mrpl22,64.30613671,61.73364431,57.69690053,13.31525561,11.63806892,16.39854027,19.89250223,24.43535051,16.12345177,14.18124415,14.92454605,13.47176628,62.31260842,62.37965964,65.59486156,73.06115302
mrpl23,82.1465908,81.69349435,92.40687265,97.22461584,83.82335324,72.36438019,85.78169803,100.6817239,99.60930536,92.79712948,89.02228538,76.74852371,83.52830841,74.39858671,78.91714888,93.53350241
mrpl24,134.4166209,140.578131,139.6046472,134.9321976,122.7347809,122.8570334,122.8971559,125.8588887,129.5626154,93.73741838,128.2031442,130.8070306,159.7254686,124.3696722,139.9127587,161.9385155
mrpl27,85.31328711,83.46533397,120.5722915,123.6982975,121.2927936,108.4690023,130.664504,118.9890855,118.4658589,77.07075993,118.5020391,108.173374,118.9312535,83.90768348,93.60871456,111.3285055
mrpl28,39.95598902,38.51028365,31.94488549,23.39596535,19.92842798,22.75082792,30.30514997,37.36318301,35.16847783,33.96505627,34.19405817,28.98292423,54.10099062,56.26989137,59.88667483,59.62308882
mrpl3,45.06627671,47.14688402,49.12458222,38.09936207,36.40239221,39.72451357,49.94398224,49.897423,41.36671157,53.97761069,66.07370028,54.2587909,60.06402841,44.36644328,48.28919971,54.40191999
mrpl30,77.58866551,69.94755116,78.93108527,206.1912563,166.1837694,156.9962892,196.4724736,205.6491421,187.5067773,233.5993468,212.9171982,173.5481571,114.9662386,74.88287866,72.74860605,81.72925468
mrpl32,84.01061278,83.30351791,81.84974589,60.17864012,50.86341392,53.98211614,59.9288976,74.597381,61.83233196,54.35822345,80.037006,66.63965773,81.01749532,84.18622367,80.48264522,91.08932224
mrpl33,48.74125538,51.33330423,54.14888796,26.70956819,19.58978956,17.04024235,20.02709411,25.25316463,23.54453902,20.23574303,24.09739211,19.35959111,73.34157883,73.44688653,75.96002696,80.83793715
mrpl34,27.48415165,25.77923066,24.08852497,12.02372252,12.91413766,10.44719809,14.79438794,16.08729011,14.54901906,20.05722558,19.84850183,15.21121753,27.4504729,32.15503196,32.51339987,36.70907184
mrpl35,51.17194213,52.55800273,45.46385093,40.09357651,39.50818271,37.37879018,41.71762373,52.57824924,39.02417581,34.7112017,42.91290483,41.80642,65.48552724,56.64820972,58.37471571,66.76205384
mrpl36,45.56180909,46.24247435,40.77334831,57.73845673,35.984589,34.69555727,55.89737864,53.96863846,57.66347694,51.89571701,57.15353499,34.26875546,52.2086024,45.73338334,53.51351575,61.10332728
mrpl37,27.98094179,25.15008174,21.10576786,8.995941351,8.293201527,6.702576509,8.656221313,8.677710906,7.163564014,10.85409734,10.29868909,8.396765868,19.50345422,27.32156996,29.25042728,29.77209613
mrpl38,30.86014896,29.0998802,31.88792365,33.8771206,30.75338192,38.66238504,36.52373905,36.83982712,41.2780107,62.5747927,44.9920217,49.55032897,33.88172872,27.80858975,29.40578344,32.12738531
mrpl39,30.9119027,34.48957824,42.44752311,57.07325373,50.38705863,57.2445251,63.59570156,65.76157454,60.48241301,54.02243481,79.90544629,60.27593553,56.22602086,31.99581209,29.4283483,35.2009202
mrpl4,53.61023446,54.0559093,50.14098344,32.30910215,28.47819034,30.77925738,32.61446611,39.33319168,31.89610915,35.44867739,35.0564185,39.22063485,40.29358538,46.36152724,48.91654635,53.95768082
mrpl40,53.80950469,45.18679043,44.15542704,13.16942234,19.69895358,16.77301478,28.57762825,24.17135117,19.82401775,21.22140783,25.02216129,29.61831671,52.9301483,52.38809007,50.83276991,53.38232804
mrpl41,57.01002338,63.5635995,53.8557956,87.33212827,71.88077362,70.55536482,99.74255835,88.41232657,73.33465986,58.50776045,69.61242605,76.42055423,121.5879133,84.97373994,93.58786174,101.516126
mrpl42,64.71013097,67.68775367,61.44022144,26.9113927,30.62460592,22.98922128,19.48145227,24.44647297,23.51324799,21.20645329,20.59037073,12.19620136,68.72301704,83.53223928,80.01279683,95.57205064
mrpl43,35.77123267,30.22253294,34.58772611,10.66856693,8.476494765,10.81816823,9.633436743,10.11742048,11.4173302,8.986913255,9.631524783,9.117364145,34.72435523,40.24303124,40.21232484,43.54449639
mrpl44,23.09185298,23.58318051,21.66716095,15.22281476,17.16011972,16.78822299,19.79278095,19.00302396,16.54028414,18.27042228,16.30984207,19.29595577,24.40206968,22.10197548,24.42796696,26.09605341
mrpl45,31.34449798,33.79194528,37.51343714,52.59093567,45.5049182,50.45663225,69.82551221,85.6104204,73.641594,76.97456923,99.78300995,72.76136993,57.20631325,30.71892778,32.83260994,35.49497159
mrpl46,34.90624401,35.18377481,33.43971144,3.618139391,5.215053957,5.363586514,7.369068295,6.706339816,11.02391144,8.755051368,17.19478116,20.37630202,27.19792863,26.83861751,32.3413506,35.18144996
mrpl47,67.80102053,62.8474002,59.97742533,31.23462499,26.73349018,33.43845176,28.51771847,26.76754272,30.45957956,33.16257442,35.45753557,32.4717912,68.98691694,72.3987566,74.51810859,80.81823363
mrpl48,63.26190759,64.27186004,59.70174299,58.09747026,53.83998504,59.31474873,82.55370261,84.70735305,69.36900766,90.67219216,114.4137104,91.94215316,93.35687051,63.6218239,69.30670802,81.88205503
mrpl49,32.5628555,33.41380489,46.36044146,55.4918628,61.45357853,58.95619011,84.69026831,84.37167372,84.23116732,51.19185769,84.65729766,65.47746099,70.65976549,27.57336131,36.28538497,42.25272392
mrpl51,65.72881936,71.89688595,67.3099737,31.60436147,20.0796364,26.13639366,35.17463312,23.17417589,30.46717571,20.02337341,46.06429681,26.70488733,98.85397982,88.92400161,92.26563038,106.7706813
mrpl52,80.8320931,84.40104921,81.6916528,55.14143969,54.26763591,49.85218196,61.04532777,52.55431615,54.94770653,43.02436282,71.46784939,61.09359211,137.0519846,125.255307,116.8953181,130.1350148
mrpl53,43.19659169,47.23528498,42.76727948,11.9424831,7.530234667,5.267270594,7.258113017,6.982181021,11.98911828,4.275133532,7.40159491,6.162071693,65.01115914,60.20879564,69.63568456,91.04682069
mrpl54,179.4688303,168.3345728,144.1017543,51.54507493,40.88647826,38.01874452,48.12608193,45.5660695,60.532185,59.43510226,67.2819174,54.58691098,161.7476592,182.9396864,178.4954039,214.7893788
mrpl55,35.31836887,32.64607231,31.83517767,20.00118528,21.85299508,15.51620951,20.6011735,21.91436321,19.06148852,20.81294104,22.79388873,28.86303315,34.17740088,31.44133182,30.08087756,37.3649934
mrpl57,18.9019059,16.06401169,16.93699473,9.678937854,12.77196918,14.59324115,13.1607784,12.16514672,11.73886407,10.94914791,9.569879898,12.08489073,16.69989538,22.30641677,21.61211867,21.06693404
mrpl9,71.50002401,73.46059263,71.76800645,68.04174896,65.00824082,68.24941902,80.81548361,82.18585245,75.46414884,97.1967405,112.144954,109.513412,108.6754693,76.32151094,75.88879699,89.02267598
mrps10,71.68622577,69.64842301,75.81831407,68.83911191,55.23220687,55.40345331,61.92176892,52.05495384,61.09782691,107.6176887,104.209086,92.80190426,97.72225313,85.86291254,89.71814127,89.51538919
mrps11,37.45719242,42.49243796,42.89665816,102.2592067,87.89286103,77.3528455,93.71931533,105.3655127,91.28041957,87.28649495,86.06390227,69.85676605,77.9217123,37.32359633,40.02793657,43.85311018
mrps12,45.71251186,49.67853435,51.04223528,20.83270004,20.16986043,23.5713873,33.1547781,31.87829802,25.37808572,23.54979261,24.68139971,19.28139329,65.28912282,54.84563118,59.03053762,68.71223383
mrps14,27.65983844,28.45230707,32.94728276,20.21933062,20.75099104,17.84886082,19.98273177,25.66408258,22.10775374,21.11151826,19.27490034,24.67309294,37.65577862,30.01872101,37.8021214,37.58819563
mrps15,45.49782008,51.66180659,51.25394168,40.26379682,35.37012559,33.97392714,52.71868452,47.39990974,40.15743869,36.0223793,37.04087316,39.69511834,70.99816194,60.57432981,61.23705287,66.5383037
mrps16,31.76476716,31.59312276,32.7367062,14.02478274,15.83174619,16.84062155,20.35622889,18.34246095,15.71939225,13.99730969,16.50805414,16.71626466,37.68915823,38.68227528,39.06788292,47.94564806
mrps17,43.46786538,39.93636448,40.41015776,25.1236009,26.37487264,21.91388559,34.68962134,31.72621428,28.95082074,23.13258468,27.96489308,26.94088538,41.34755213,37.34314952,42.60349618,44.32419989
mrps18a,55.91898794,62.6301282,63.00401465,59.17538628,43.20941765,47.19452658,65.03492165,65.49334416,64.61326283,80.00512267,68.1065003,68.46625522,72.38578012,59.00537081,61.59764171,70.47530707
mrps18b,79.39502466,90.61621588,117.0363154,126.1017125,128.7978291,113.8354442,153.1539004,171.2980361,142.3623831,164.850691,187.4630069,168.1079442,139.1864105,91.34941199,91.88144612,105.0550827
mrps18c,18.81245551,18.01468859,18.82245816,16.08892462,13.54153024,15.23780353,24.24454915,24.82158494,21.40546119,29.11355968,28.70710808,25.14553674,34.01077677,27.13491021,28.03381473,31.83040581
mrps2,15.52893343,17.27820618,14.70683497,16.69620458,12.34265851,14.53913558,18.48278483,21.89279617,14.92865736,26.3946279,18.97519755,21.93293497,16.02474796,16.3430409,16.87862759,17.8547696
mrps21,13.22350081,15.44554878,12.74821102,4.48762321,4.855562818,2.62879763,5.641221377,5.139941214,4.915574652,4.79894872,5.710680772,8.171662641,19.88103888,20.6821455,23.08271131,25.6724
mrps22,29.8734599,27.78719158,27.74562262,6.767463939,7.439197322,8.363878282,10.72512097,8.368836579,8.149753894,16.21919674,12.90696338,14.71558786,22.3542597,26.30432063,28.55588205,33.96169528
mrps23,128.4776219,136.7261225,153.9321978,226.2004276,215.8818891,206.7056913,289.9548519,271.0954563,254.9627222,248.0407998,279.2016244,255.4539577,141.6494139,103.1256364,101.5793213,126.7824512
mrps24,8.753795215,9.650964202,6.067110411,1.131239391,1.909688181,1.355977164,1.546051025,3.044485786,2.262704074,1.074972242,2.811270767,2.14390918,8.490131489,10.18018906,11.5647131,10.55208135
mrps25,24.27338262,23.71953249,20.93547653,4.154955151,5.701453417,5.576982464,7.790736081,5.11705449,6.376672817,7.828888152,8.212201093,11.79068829,17.02799908,20.56311668,24.14004712,26.53214188
mrps26,100.4035475,103.8880539,103.1303029,74.22607934,68.61447406,69.11408089,100.8441756,111.8511799,97.95947466,153.6915268,178.2006709,165.8581502,169.9527058,120.1403315,123.2673181,145.5255928
mrps27,33.11526617,32.16234479,31.64524204,33.1466563,25.08281702,27.85716788,26.52305574,29.3587578,25.11075319,26.34983253,39.30601404,36.83436673,42.35126355,31.91677996,37.05247054,43.23712971
mrps28,36.79643351,32.70201389,39.92104318,10.48512282,14.32028145,16.89535428,23.81610928,19.21812076,17.80704071,11.40111562,22.82411106,18.69289872,35.39615465,43.54555596,40.2287102,41.0595479
mrps30,82.83422412,83.96848998,75.38285847,40.72493068,37.78123905,29.76231967,38.72587526,39.51816362,41.32519654,38.65429785,42.19924451,47.52348979,69.75690543,71.9256903,75.67441416,90.95908437
mrps31,38.62942445,42.1631574,38.75672406,38.44788143,32.34310354,26.94916759,59.98249937,57.84489227,64.05530972,56.92245307,99.28038538,49.78863494,60.64664459,42.09346779,48.41574758,46.82266633
mrps33,135.4418268,147.1083498,143.1851627,71.91334072,73.76769081,78.7185388,97.45375806,103.7930671,85.57674121,69.48998165,106.1978521,92.70991957,155.0329534,130.4064491,134.1645442,159.6793271
mrps34,39.99840487,44.24925321,39.52857619,14.72591775,23.38838677,17.72562194,26.44197767,22.4054686,29.84204704,27.00033785,31.74617591,29.21710846,55.11400046,46.8502988,55.16289275,64.90471659
mrps35(1of2),7.884410925,7.65080344,3.878237509,3.809136488,2.270454008,3.631466249,4.486228825,3.378475965,2.81163175,4.97063953,1.182005154,2.124123078,3.922217593,4.969805602,4.607789796,3.634555718
mrps35(2of2),42.40721471,39.47783141,41.58586553,37.87282535,32.28664027,25.74355077,23.05109057,30.63577853,29.04849508,17.77117381,26.00771612,29.13350639,39.90079751,33.90280088,38.15650724,43.79951325
mrps36,5.063079164,4.738273695,4.963568123,3.395192214,2.51431064,2.736207697,2.426338868,3.066426782,2.729441479,5.494607777,4.354239998,5.393085695,7.376903569,7.168605557,5.928340486,7.499530481
mrps5,20.73665116,23.55161478,17.94016563,9.183690383,8.245407286,9.912893827,10.29246987,8.946373319,8.181514871,9.68366482,10.29093879,12.92500374,21.08747304,21.69888944,21.87236237,23.45897215
mrps6,90.03830027,107.3315529,133.0427336,217.0032491,204.0881175,271.6025323,288.1793765,272.1417559,251.9204869,153.565906,215.1128685,234.2486324,204.6884398,109.9538224,124.4011612,137.4100903
mrps7,58.80964815,66.38789331,58.92633354,53.52280567,34.94668657,41.75451848,48.23623952,51.778726,53.63511309,67.40736552,90.94584588,71.54948997,80.76443137,64.17090399,63.15424283,71.62122409
mrps9,55.99008755,55.38224686,61.28928287,67.16547874,59.28017015,55.58109688,65.00792872,55.74080856,61.10572113,54.83209958,67.910056,68.79011838,59.16966783,47.6235075,51.04312892,58.0666059
mrrf,34.28492569,37.13986278,36.52122015,80.89823191,66.7790348,62.02069485,80.69050742,74.59401123,77.49751285,47.89842379,47.47267007,38.1804185,55.63717428,38.12188443,38.10418264,43.48704322
mrs2,6.187169412,6.595895026,8.326129261,13.72139855,12.15806886,13.85223816,17.18339038,17.29909948,16.62245827,19.78404917,18.49164275,17.86976836,10.18689992,5.218038692,5.533768349,5.336173902
mrto4,149.6056059,176.8177654,217.8652927,586.531624,519.5173982,641.4196924,727.4950182,698.6861618,621.4535514,762.7481192,1064.415763,1118.993106,620.1713469,151.0801693,175.40036,216.1852859
mrvi1,0.966612157,0.822091906,1.073039311,0.164921524,0.77270957,0.350537336,0.571877974,0.259975044,0.353625928,0.702330566,0.234404649,0.434670951,0.485711894,0.44716477,0.265200875,0.600677638
ms4a12,1.94644215,1.546287743,1.553868778,3.507350231,3.101340621,3.060251588,4.345330608,2.836716069,3.050666737,1.763181853,1.341006498,1.703759836,1.634288149,1.957672859,1.513895775,1.727223883
ms4a4a(1of4),6.879576553,5.721897017,5.811839577,3.235076931,3.585150007,3.173914692,4.048445715,3.345400672,3.221471447,3.121517996,4.355429991,4.537187691,5.230188403,5.279222143,6.257529296,5.742733013
ms4a4a(2of4),0.242494111,0.301642744,0.300267319,0,1.341907135,0.345038294,0.646813533,0.559768122,0.540609825,0.670956816,0,0.314221533,0.146271379,0.283701593,0.214241816,0.072977845
ms4a4c,3.768827057,5.417096785,5.370031158,5.31610786,4.264797573,4.160366046,7.967067371,4.846047823,4.018077957,5.659631795,8.611658248,5.97848212,5.028389099,4.60766861,3.177104947,4.55831209
msantd1,8.931952828,8.880706873,7.42161207,2.32532218,2.772078134,2.443046614,0.940037225,2.289273187,1.32286261,3.769139939,3.322026555,6.781433251,10.27550406,8.431885421,7.415977172,10.31896707
msantd2,3.055898463,3.160845379,3.118684295,1.185745845,0.639218193,1.079546206,1.135783863,0.299454405,1.040411735,2.936623452,1.211619733,2.481734604,2.46482537,3.041970075,2.69524247,2.533756162
msantd4(1of2),4.194949142,3.719861658,3.716768158,0.21515102,0.216101028,0.293215305,0.303535704,0.075229368,0.092159891,0,0.304881518,0.187990791,4.364548041,6.172510676,7.3205953,6.148828953
msantd4(2of2),5.659456885,11.00543308,18.41412789,112.3379201,94.26402464,93.90086037,93.22809167,93.10554913,95.1986456,71.4495179,85.16367891,82.44599519,13.07047193,1.608755602,1.10969702,1.552409444
msgn1,42.05077279,33.57912389,43.90473023,0.88373934,0.28838147,0.307479246,0.327930375,0.534891738,0.054829236,1.329035699,0.637933746,1.483239133,5.415140955,10.71907399,9.150502887,8.651556661
msh2,56.78873589,61.78802236,50.29310483,7.032642233,5.650288462,5.206745674,8.868478923,6.291340718,6.90931567,7.950976972,13.61545145,12.51966989,44.92865778,50.01742393,52.59398638,58.76069393
msh3,12.43864023,11.39845793,8.918048499,4.615695205,5.312844834,5.093008801,4.228951847,4.35934888,3.790352343,5.892039142,5.705875751,8.274379916,8.566704222,11.80562061,12.71845162,12.74640332
msh4,0.162848984,0.131306086,0.027098651,0.139197762,0.090579433,0.07397517,0.18772124,0.227573123,0.104470123,0.079807339,0.025650209,0,0.372096928,0.411068254,0.496335334,0.658961805
msh5,0.298005123,0.173437925,0.250778188,0.369748358,0.168497684,0.228617669,0.165974633,0.226245428,0.277164458,0.352432881,0.373548556,0.452274674,0.093586232,0.058190125,0.22393875,0.212538449
msh6,44.35893758,44.11794859,37.46926646,3.434063024,2.980427989,3.099678367,3.310824397,3.589982492,3.405653541,7.407203425,6.989596962,7.078134733,30.86924357,44.40342389,44.24888497,48.11246193
msi1(1of2),8.294922121,7.323471097,6.708279807,5.250967651,5.380770289,4.389924507,3.337809765,3.942113962,4.289189485,5.631023423,2.310700778,3.150563126,5.440508073,7.291025979,8.412364485,6.323866094
msi1(2of2),54.91572486,57.77692956,50.16644519,44.52907514,42.12297481,43.27085856,46.05944939,41.14647332,49.09147905,47.33416438,45.6633458,44.81595025,59.85645993,60.06310188,62.28989912,70.02492436
msi2,1.589950301,1.742611094,1.920575366,4.276690397,4.069367126,4.636599827,3.279866404,5.144477393,3.513995825,2.009475007,2.277201668,2.187644004,1.436347653,1.927462987,1.556562676,1.757334328
msl1,19.17396859,21.61890742,21.06219637,29.1607032,26.74021014,31.17970261,31.66725686,27.55229169,32.34321216,19.88396909,19.25589014,19.81482103,22.34582538,18.26112028,20.09186085,23.18735396
msl2(1of2),3.244934816,2.53866411,2.935876401,2.174440593,2.661100348,3.085593972,2.890766491,1.852039487,2.396269495,5.446192211,2.668061197,3.72178889,1.890406819,2.585368543,2.634317,2.679280438
msl2(2of2),7.434710757,7.108631835,6.278344428,6.381422789,8.080369693,6.047966003,7.696304219,7.562035507,7.427376801,14.14697232,10.50936564,9.567679057,7.038999229,6.855159579,7.17346834,6.241732485
msl3,23.39910152,24.98404823,24.07198565,29.21256886,32.54688172,30.43492294,33.27598427,35.06385262,33.50871833,45.58935408,32.94532617,38.23220129,23.19131708,23.29112218,21.846115,20.98012048
mslnl(1of3),2.056850189,2.075693472,2.045140891,1.080218095,1.461540154,1.082017642,1.457690315,1.274062478,1.165138263,1.177147477,1.303071138,1.071829179,0.659862676,1.635948598,1.169475387,0.971445093
mslnl(3of3),1.465777388,1.277712234,1.456487322,0.834729429,0.929901175,0.753797098,0.690033366,0.448470834,0.662371832,0.78927892,1.026280529,0.573884085,0.443217048,1.382484619,1.015321849,0.643967601
msmb,23.60247365,7.869339747,5.180747816,26.69257223,15.83869217,19.10048491,11.39866826,17.00674124,10.650345,1.478255422,0.156638656,0.167516095,3.948542043,3.215553106,4.89030886,7.439827309
msmo1,3.00974777,2.492698666,2.775621133,3.720638873,2.690423112,2.190619743,2.770203062,2.947240604,2.398886265,4.092303145,3.319656909,4.464565282,4.36665717,4.568835379,4.742083839,5.704813733
msn(1of2),144.9175663,138.208153,121.4525805,54.72137796,50.93540974,43.38309467,47.02848911,48.59413358,47.19828336,49.78673706,60.62725412,57.63321226,163.765909,161.9518071,172.4276608,185.5458072
msra(1of2),0.386693498,0.672107972,0.943675181,0.84238035,0.513716869,0.485036423,0.664362419,0,1.250358424,0.31467213,2.111022448,1.420733018,0.813880762,0.621389803,1.088383021,0.855546558
msra(2of2),18.98266229,19.37464483,19.50385214,38.94689851,25.44128485,28.68628418,45.70365653,40.82104088,40.36563788,24.74720182,33.54942743,25.74992219,29.57688078,17.937485,21.57235806,23.53957674
msrb1,47.47033029,51.62250427,49.77350495,19.78874168,17.01167931,20.14883983,31.84164584,30.54942546,29.2956162,18.49370011,26.20333323,17.18688591,48.21305919,42.86713108,47.37333769,61.97074234
msrb2,1.221474215,1.577158594,1.537443837,6.487853253,4.431632174,3.226426729,3.492437683,3.194810532,3.705885927,1.870880669,0.81625527,2.052946734,2.603705335,1.382427589,1.377471322,2.314781066
msrb3,2.998637938,2.752755642,1.900988568,2.302852557,2.627033642,1.895780015,3.069166348,1.807188021,2.329332109,2.964378507,3.343384063,4.542937115,1.972157541,3.48121575,2.39770945,2.2282236
mss51(1of2),1.497217382,1.57606861,0.946021957,4.787908959,5.365439117,2.294714817,4.170038884,4.021800666,3.396438259,3.75124577,3.219339171,1.840403129,2.81186728,0.766550862,1.578213563,1.614643165
mss51(2of2),0.227160518,0.374796373,0.163802555,0.21037368,0.146023213,0.173901394,0.063044277,0.200621472,0.087713528,0.080405475,0.077526151,0.086262407,0.196353657,0.192271416,0.315791396,0.243848538
mst1,1.389171165,1.51240291,1.308494651,0.486539024,0.522614032,0.612493425,0.655250689,0.818782917,0.501510089,0.173930922,0,0.334864519,0.831497381,1.321204321,1.156454838,1.346519207
mst1r(2of2),1.826081015,2.341095438,2.007291427,4.902580449,6.176630881,5.422465042,6.257249463,5.491887065,6.82229734,4.027690225,3.777858608,5.275870672,3.124523118,2.899173066,2.974747611,2.723509351
mstn(1of2),0.29123874,0.115638284,0.257799592,0.196337162,0.229955663,0.052114648,0.287052779,0.090197372,0.368092102,0.562317334,0.135598404,0.150742501,0.168540397,0.170841906,0.303602265,0.056789349
msto1,5.758134985,5.614507341,6.369749314,10.89623993,11.61365095,11.51283382,13.31739037,14.17547471,14.74078857,31.31637681,30.0213468,27.24994513,10.63928748,4.661120311,4.922094331,5.774664518
